#C:/Users/KIMED 1/Documents/Junaidin/iGEMDOCKv2.1/output/extracted_cav/cav4mxo_DB8.pdb with C:/Users/KIMED 1/Documents/Junaidin/Docking/SrcHum-nofilter/gemdock_out/docking.lst
#Ligand	TotalEnergy	VDW	HBond	Elec	AverConPair	
cav4mxo_DB8-ZINC000000649564-0.pdb	-102.033	-88.9352	-13.0982	0	18.8286
cav4mxo_DB8-ZINC000000649569-0.pdb	-88.4217	-81.9858	-6.43587	0	16.697
cav4mxo_DB8-ZINC000000787947-0.pdb	-96.0303	-75.7219	-20.3084	0	21.625
cav4mxo_DB8-ZINC000000787996-0.pdb	-97.9393	-83.952	-13.9873	0	20.3704
cav4mxo_DB8-ZINC000000799069-0.pdb	-79.9223	-77.1582	-2.76409	0	21.68
cav4mxo_DB8-ZINC000000806640-0.pdb	-71.9907	-61.7424	-10.2483	0	21.6842
cav4mxo_DB8-ZINC000000815293-0.pdb	-77.8776	-74.4157	-3.46187	0	17.3929
cav4mxo_DB8-ZINC000000815310-0.pdb	-80.9935	-78.0041	-2.98937	0	19.3077
cav4mxo_DB8-ZINC000000815364-0.pdb	-72.3972	-69.1823	-3.21494	0	17.8077
cav4mxo_DB8-ZINC000000997744-0.pdb	-90.0407	-84.2157	-5.82498	0	20.5
cav4mxo_DB8-ZINC000001003098-0.pdb	-75.5504	-68.1629	-7.38758	0	19.5385
cav4mxo_DB8-ZINC000001003166-0.pdb	-81.7206	-74.0256	-7.69503	0	17.9032
cav4mxo_DB8-ZINC000001003196-0.pdb	-98.3151	-85.2884	-13.0268	0	18.3714
cav4mxo_DB8-ZINC000001056841-0.pdb	-93.1129	-87.9977	-5.11512	0	27.6
cav4mxo_DB8-ZINC000001060349-0.pdb	-72.3742	-72.3742	0	0	15.8065
cav4mxo_DB8-ZINC000001061866-0.pdb	-66.3981	-62.9283	-3.46973	0	21.7778
cav4mxo_DB8-ZINC000001071552-0.pdb	-99.717	-85.986	-13.7311	0	20.5667
cav4mxo_DB8-ZINC000001073564-0.pdb	-88.8099	-85.7677	-3.0422	0	19.8621
cav4mxo_DB8-ZINC000001074082-0.pdb	-89.7524	-82.7524	-7	0	18.4483
cav4mxo_DB8-ZINC000001112169-0.pdb	-90.8793	-90.8793	0	0	21.3333
cav4mxo_DB8-ZINC00001304002-0.pdb	-80.0585	-73.0695	-6.98898	0	23.48
cav4mxo_DB8-ZINC000001326755-0.pdb	-83.1379	-68.7033	-14.4346	0	25.2381
cav4mxo_DB8-ZINC000001334841-0.pdb	-93.241	-87.7799	-5.46113	0	20.3871
cav4mxo_DB8-ZINC000001339486-0.pdb	-101.362	-91.0453	-10.3166	0	16.2432
cav4mxo_DB8-ZINC000001368931-0.pdb	-71.1999	-67.6999	-3.5	0	18.381
cav4mxo_DB8-ZINC000001386794-0.pdb	-86.0273	-76.5282	-9.4991	0	25.381
cav4mxo_DB8-ZINC000001386800-0.pdb	-83.9175	-77.1282	-6.7893	0	25.6522
cav4mxo_DB8-ZINC000001387062-0.pdb	-77.5933	-70.6044	-6.98896	0	26.5
cav4mxo_DB8-ZINC000001387071-0.pdb	-79.4815	-68.9815	-10.5	0	25.9
cav4mxo_DB8-ZINC000001406300-0.pdb	-67.7521	-64.2521	-3.5	0	23.3889
cav4mxo_DB8-ZINC000001468185-0.pdb	-80.2744	-76.7744	-3.5	0	19.32
cav4mxo_DB8-ZINC000001562381-0.pdb	-78.218	-67.7558	-10.4622	0	21.3
cav4mxo_DB8-ZINC000001576938-0.pdb	-79.9524	-77.4846	-2.46783	0	24.5909
cav4mxo_DB8-ZINC000001576943-0.pdb	-92.3723	-92.3723	0	0	21.8571
cav4mxo_DB8-ZINC000001576944-0.pdb	-88.7841	-85.2841	-3.5	0	19.6667
cav4mxo_DB8-ZINC000001581350-0.pdb	-72.4472	-69.5392	-2.90798	0	23.6
cav4mxo_DB8-ZINC000001584923-0.pdb	-103.25	-97.2959	-5.95394	0	23.0741
cav4mxo_DB8-ZINC000001672337-0.pdb	-78.5687	-75.0687	-3.5	0	21.3333
cav4mxo_DB8-ZINC000001718464-0.pdb	-77.0845	-66.5845	-10.5	0	26.3684
cav4mxo_DB8-ZINC000001718465-0.pdb	-80.7442	-74.2598	-6.48447	0	25.8947
cav4mxo_DB8-ZINC000001718487-0.pdb	-80.1514	-76.8023	-3.34907	0	19.52
cav4mxo_DB8-ZINC000001773015-0.pdb	-92.0865	-88.5865	-3.5	0	21.4286
cav4mxo_DB8-ZINC000001831844-0.pdb	-86.1884	-78.2916	-7.89679	0	24.04
cav4mxo_DB8-ZINC000001845560-0.pdb	-77.4944	-63.4944	-14	0	19.65
cav4mxo_DB8-ZINC000002079778-0.pdb	-91.7995	-91.7995	0	0	19.375
cav4mxo_DB8-ZINC000002081258-0.pdb	-97.1004	-91.3391	-5.76127	0	19.8387
cav4mxo_DB8-ZINC000002081490-0.pdb	-87.3707	-84.2555	-3.11521	0	19.7143
cav4mxo_DB8-ZINC000002081506-0.pdb	-89.1747	-82.1747	-7	0	18.6333
cav4mxo_DB8-ZINC000002081549-0.pdb	-90.8725	-90.8725	0	0	19.2759
cav4mxo_DB8-ZINC000002081697-0.pdb	-87.7846	-84.2846	-3.5	0	18.4138
cav4mxo_DB8-ZINC000002081757-0.pdb	-90.021	-90.021	0	0	21.5517
cav4mxo_DB8-ZINC000002084508-0.pdb	-87.2789	-87.2789	0	0	20.931
cav4mxo_DB8-ZINC000002086044-0.pdb	-89.321	-82.446	-6.87501	0	19.1379
cav4mxo_DB8-ZINC000002106201-0.pdb	-92.0843	-92.0843	0	0	18.0882
cav4mxo_DB8-ZINC000002107769-0.pdb	-83.1951	-80.4516	-2.74352	0	18.1471
cav4mxo_DB8-ZINC000002107792-0.pdb	-93.2022	-82.3854	-10.8168	0	19.4571
cav4mxo_DB8-ZINC000002107799-0.pdb	-106.855	-101.087	-5.76763	0	22.4
cav4mxo_DB8-ZINC000002107802-0.pdb	-80.789	-77.7689	-3.02005	0	20.3077
cav4mxo_DB8-ZINC000002107808-0.pdb	-81.3231	-77.8231	-3.5	0	15.3824
cav4mxo_DB8-ZINC000002107812-0.pdb	-84.2067	-71.7284	-12.4784	0	14.7353
cav4mxo_DB8-ZINC000002107819-0.pdb	-102.212	-92.1808	-10.0314	0	18.5556
cav4mxo_DB8-ZINC000002107823-0.pdb	-95.8226	-85.2988	-10.5238	0	19.1765
cav4mxo_DB8-ZINC000002107831-0.pdb	-95.6016	-92.1016	-3.5	0	16.475
cav4mxo_DB8-ZINC000002107845-0.pdb	-100.985	-96.8684	-4.11657	0	21.2
cav4mxo_DB8-ZINC000002107848-0.pdb	-93.3653	-82.7802	-10.5851	0	23.2941
cav4mxo_DB8-ZINC000002108009-0.pdb	-93.1988	-86.6745	-6.52428	0	16.3889
cav4mxo_DB8-ZINC000002108762-0.pdb	-102.243	-93.3614	-8.88131	0	18.2381
cav4mxo_DB8-ZINC000002108932-0.pdb	-107.186	-100.712	-6.47387	0	22.2
cav4mxo_DB8-ZINC000002115031-0.pdb	-85.3005	-75.8496	-9.4509	0	15.9091
cav4mxo_DB8-ZINC000002198444-0.pdb	-89.0392	-82.5292	-6.50991	0	20.2222
cav4mxo_DB8-ZINC000002205320-0.pdb	-82.6748	-72.5607	-10.114	0	19.2692
cav4mxo_DB8-ZINC000002266749-0.pdb	-86.9706	-86.9706	0	0	23.2692
cav4mxo_DB8-ZINC000002267140-0.pdb	-81.019	-81.019	0	0	19.963
cav4mxo_DB8-ZINC000002268205-0.pdb	-83.1835	-81.7728	-1.4107	0	22.1538
cav4mxo_DB8-ZINC000002270123-0.pdb	-88.6214	-85.1214	-3.5	0	20.8519
cav4mxo_DB8-ZINC000002334039-0.pdb	-87.6834	-77.8998	-9.78361	0	22.8519
cav4mxo_DB8-ZINC000002341883-0.pdb	-95.7599	-81.961	-13.7989	0	20.4643
cav4mxo_DB8-ZINC000002365648-0.pdb	-78.8963	-69.5693	-9.32701	0	28.3158
cav4mxo_DB8-ZINC000002571037-0.pdb	-66.0698	-58.8897	-7.18003	0	25.4118
cav4mxo_DB8-ZINC000002634582-0.pdb	-83.4368	-83.4368	0	0	21.24
cav4mxo_DB8-ZINC000002637436-0.pdb	-77.126	-70.126	-7	0	20.7083
cav4mxo_DB8-ZINC000002653597-0.pdb	-82.0862	-79.5862	-2.5	0	21.2083
cav4mxo_DB8-ZINC000002715176-0.pdb	-92.5208	-86.5208	-6	0	16.9063
cav4mxo_DB8-ZINC000002719599-0.pdb	-73.6796	-64.2324	-9.44724	0	26.8333
cav4mxo_DB8-ZINC000002726142-0.pdb	-87.6383	-85.1383	-2.5	0	19.6563
cav4mxo_DB8-ZINC000002729660-0.pdb	-96.7348	-96.7348	0	0	20.5517
cav4mxo_DB8-ZINC000002738338-0.pdb	-94.2777	-94.2777	0	0	20.069
cav4mxo_DB8-ZINC000002741683-0.pdb	-95.2075	-95.2075	0	0	19.7333
cav4mxo_DB8-ZINC000002746871-0.pdb	-74.1856	-68.1043	-6.08131	0	18.9167
cav4mxo_DB8-ZINC000002753343-0.pdb	-85.391	-81.4271	-3.96393	0	17.375
cav4mxo_DB8-ZINC000002766008-0.pdb	-87.0083	-81.0083	-6	0	16.1818
cav4mxo_DB8-ZINC000002768244-0.pdb	-94.2506	-84.1124	-10.1381	0	20.4545
cav4mxo_DB8-ZINC000002769570-0.pdb	-90.8946	-79.5463	-11.3482	0	20.84
cav4mxo_DB8-ZINC000002769897-0.pdb	-94.1677	-88.9292	-5.23858	0	17.8788
cav4mxo_DB8-ZINC000002769918-0.pdb	-84.4578	-79.953	-4.50487	0	16.0909
cav4mxo_DB8-ZINC000002769946-0.pdb	-94.4389	-87.0893	-7.34959	0	21.8148
cav4mxo_DB8-ZINC000002770025-0.pdb	-81.331	-78.6139	-2.71705	0	16.6471
cav4mxo_DB8-ZINC000002770098-0.pdb	-84.7298	-76.5117	-8.21811	0	19.1379
cav4mxo_DB8-ZINC000002770171-0.pdb	-83.2303	-79.7303	-3.5	0	19.5556
cav4mxo_DB8-ZINC000002770178-0.pdb	-95.7868	-89.7056	-6.08116	0	16.4865
cav4mxo_DB8-ZINC000002770288-0.pdb	-80.846	-78.5211	-2.32495	0	21.3704
cav4mxo_DB8-ZINC000002770309-0.pdb	-98.6696	-91.8917	-6.77793	0	17.0909
cav4mxo_DB8-ZINC000002770361-0.pdb	-78.1906	-76.0787	-2.11184	0	18
cav4mxo_DB8-ZINC000002770408-0.pdb	-93.4665	-89.9665	-3.5	0	16.1667
cav4mxo_DB8-ZINC000002770463-0.pdb	-87.6611	-78.1201	-9.54098	0	22
cav4mxo_DB8-ZINC000002770543-0.pdb	-119.47	-107.483	-11.9869	0	22.4242
cav4mxo_DB8-ZINC000002773581-0.pdb	-94.2775	-94.2775	0	0	20.5333
cav4mxo_DB8-ZINC000002776709-0.pdb	-74.4305	-71.7052	-2.72536	0	22
cav4mxo_DB8-ZINC000002776835-0.pdb	-70.5131	-70.5131	0	0	20.3043
cav4mxo_DB8-ZINC000002777565-0.pdb	-65.7052	-55.2052	-10.5	0	16.9545
cav4mxo_DB8-ZINC000002778700-0.pdb	-86.6238	-79.8394	-6.78436	0	17.7097
cav4mxo_DB8-ZINC000002778872-0.pdb	-84.4242	-79.5933	-4.83097	0	21.625
cav4mxo_DB8-ZINC000002778938-0.pdb	-93.1676	-78.2684	-14.8992	0	19.7407
cav4mxo_DB8-ZINC000002779157-0.pdb	-81.4779	-77.03	-4.44792	0	21.625
cav4mxo_DB8-ZINC000002779181-0.pdb	-88.3744	-83.1571	-5.21734	0	21.04
cav4mxo_DB8-ZINC000002779273-0.pdb	-87.1257	-77.4444	-9.68139	0	20.931
cav4mxo_DB8-ZINC000002780272-0.pdb	-76.5757	-66.6318	-9.94393	0	19.0833
cav4mxo_DB8-ZINC000002780757-0.pdb	-106.895	-84.0694	-22.8251	0	17.5294
cav4mxo_DB8-ZINC000002781306-0.pdb	-94.8405	-83.7428	-11.0977	0	17.3548
cav4mxo_DB8-ZINC000002781338-0.pdb	-88.4284	-74.4284	-14	0	20
cav4mxo_DB8-ZINC000002782484-0.pdb	-98.9452	-86.655	-12.2902	0	21.3
cav4mxo_DB8-ZINC000002792603-0.pdb	-73.4524	-68.2674	-5.18502	0	18.5
cav4mxo_DB8-ZINC000002792619-0.pdb	-98.1897	-85.9409	-12.2488	0	19.8148
cav4mxo_DB8-ZINC000002793518-0.pdb	-98.0268	-82.1816	-15.8453	0	15.0294
cav4mxo_DB8-ZINC000002794069-0.pdb	-87.9453	-70.7722	-17.1731	0	17.4483
cav4mxo_DB8-ZINC000002794176-0.pdb	-72.5812	-69.0812	-3.5	0	17.7241
cav4mxo_DB8-ZINC000002797736-0.pdb	-100.335	-72.1518	-27.6533	-0.529559	17.4828
cav4mxo_DB8-ZINC000002806427-0.pdb	-92.5898	-84.6655	-9.9498	2.02551	20.3214
cav4mxo_DB8-ZINC000002835344-0.pdb	-95.66	-79.1917	-16.4683	0	19.6538
cav4mxo_DB8-ZINC000002867502-0.pdb	-86.723	-84.4007	-2.32231	0	19.4
cav4mxo_DB8-ZINC000002867752-0.pdb	-89.406	-83.3985	-6.0075	0	19.4483
cav4mxo_DB8-ZINC000002868164-0.pdb	-102.143	-102.143	0	0	20.2903
cav4mxo_DB8-ZINC000002870392-0.pdb	-79.6858	-75.1085	-4.57728	0	24.65
cav4mxo_DB8-ZINC000002873916-0.pdb	-89.6995	-86.1995	-3.5	0	17.4375
cav4mxo_DB8-ZINC000002875763-0.pdb	-85.1448	-72.9275	-12.2173	0	15
cav4mxo_DB8-ZINC000002884963-0.pdb	-94.5299	-91.0678	-3.46203	0	19.7419
cav4mxo_DB8-ZINC000002922066-0.pdb	-88.8518	-88.8518	0	0	21.6296
cav4mxo_DB8-ZINC000003143152-0.pdb	-113.845	-103.345	-10.5	0	20.7895
cav4mxo_DB8-ZINC000003175382-0.pdb	-77.4634	-68.8724	-8.59097	0	21.2857
cav4mxo_DB8-ZINC000003207476-0.pdb	-86.6191	-79.7448	-6.87432	0	15.2941
cav4mxo_DB8-ZINC000003212184-0.pdb	-96.45	-86.4641	-9.98582	0	17.4545
cav4mxo_DB8-ZINC000003221435-0.pdb	-96.1844	-87.2432	-8.94121	0	19.75
cav4mxo_DB8-ZINC000003229865-0.pdb	-98.1664	-96.5727	-1.59369	0	19.125
cav4mxo_DB8-ZINC000003235486-0.pdb	-95.6054	-95.6054	0	0	19.3125
cav4mxo_DB8-ZINC000003235923-0.pdb	-71.0236	-68.5364	-2.48714	0	22.7727
cav4mxo_DB8-ZINC000003235925-0.pdb	-72.6559	-70.1559	-2.5	0	22.75
cav4mxo_DB8-ZINC000003236396-0.pdb	-71.8444	-71.8444	0	0	19.1538
cav4mxo_DB8-ZINC000003266941-0.pdb	-83.0243	-73.7232	-9.30108	0	24.7727
cav4mxo_DB8-ZINC000003283821-0.pdb	-80.657	-66.847	-13.81	0	23.3636
cav4mxo_DB8-ZINC000003284171-0.pdb	-74.178	-63.1353	-11.0427	0	26.5
cav4mxo_DB8-ZINC000003288819-0.pdb	-80.9591	-74.8057	-6.15336	0	20.375
cav4mxo_DB8-ZINC000003304465-0.pdb	-71.6967	-71.6967	0	0	27.0476
cav4mxo_DB8-ZINC000003304466-0.pdb	-75.3607	-71.9139	-3.44678	0	21.9048
cav4mxo_DB8-ZINC000003313078-0.pdb	-100.018	-92.8576	-7.16052	0	19.4706
cav4mxo_DB8-ZINC000003337710-0.pdb	-83.4435	-83.4435	0	0	17.7667
cav4mxo_DB8-ZINC000003418600-0.pdb	-69.455	-65.955	-3.5	0	20.75
cav4mxo_DB8-ZINC000003418766-0.pdb	-63.6657	-63.6657	0	0	23.625
cav4mxo_DB8-ZINC000003604829-0.pdb	-81.9959	-61.9061	-20.0898	0	17.3182
cav4mxo_DB8-ZINC00003661909-0.pdb	-80.9656	-74.1429	-6.82261	0	17.963
cav4mxo_DB8-ZINC000003896528-0.pdb	-102.329	-96.7776	-5.55161	0	23.5185
cav4mxo_DB8-ZINC000003896529-0.pdb	-93.9439	-89.3541	-4.58977	0	27.625
cav4mxo_DB8-ZINC000003896532-0.pdb	-86.2198	-75.7198	-10.5	0	21.6522
cav4mxo_DB8-ZINC000003896533-0.pdb	-88.3838	-84.8838	-3.5	0	20.3462
cav4mxo_DB8-ZINC000003896540-0.pdb	-92.6516	-78.7276	-13.924	0	21.88
cav4mxo_DB8-ZINC000003896546-0.pdb	-94.3732	-79.0584	-15.3148	0	20.2857
cav4mxo_DB8-ZINC000003896547-0.pdb	-89.1348	-82.789	-6.34585	0	23.0741
cav4mxo_DB8-ZINC000003896548-0.pdb	-86.6579	-83.1579	-3.5	0	20.6923
cav4mxo_DB8-ZINC000003896549-0.pdb	-88.8701	-82.4561	-6.41402	0	20.8077
cav4mxo_DB8-ZINC000003896551-0.pdb	-82.0017	-78.5017	-3.5	0	19.8
cav4mxo_DB8-ZINC000003896552-0.pdb	-91.8879	-86.1402	-5.7477	0	21.8462
cav4mxo_DB8-ZINC000003906478-0.pdb	-81.9834	-78.4834	-3.5	0	20.625
cav4mxo_DB8-ZINC000003953646-0.pdb	-85.7542	-74.7022	-11.052	0	26.2857
cav4mxo_DB8-ZINC000004141725-0.pdb	-93.0174	-93.0174	0	0	20.2143
cav4mxo_DB8-ZINC000004179533-0.pdb	-76.5742	-55.9123	-20.6619	0	18.84
cav4mxo_DB8-ZINC000004322993-0.pdb	-93.884	-89.0833	-4.80066	0	22.68
cav4mxo_DB8-ZINC000004331358-0.pdb	-77.0047	-70.2253	-6.77943	0	27.5
cav4mxo_DB8-ZINC000004354744-0.pdb	-88.3738	-76.3294	-12.0443	0	26.2381
cav4mxo_DB8-ZINC000004354749-0.pdb	-74.1459	-65.9757	-8.1702	0	21.5238
cav4mxo_DB8-ZINC000004354764-0.pdb	-76.9091	-73.8821	-3.02707	0	22.6522
cav4mxo_DB8-ZINC000004354768-0.pdb	-77.8566	-72.8475	-5.00903	0	21.7727
cav4mxo_DB8-ZINC000004354773-0.pdb	-81.8439	-71.8998	-9.94411	0	22.1304
cav4mxo_DB8-ZINC000004385772-0.pdb	-93.5065	-70.0687	-21.9719	-1.46586	22.5652
cav4mxo_DB8-ZINC000004475702-0.pdb	-72.8101	-65.8101	-7	0	22.1579
cav4mxo_DB8-ZINC000004487022-0.pdb	-80.6316	-73.6316	-7	0	27
cav4mxo_DB8-ZINC000004597412-0.pdb	-100.856	-83.9633	-16.8923	0	22.9333
cav4mxo_DB8-ZINC000004674086-0.pdb	-96.1192	-81.3977	-14.7215	0	19.8519
cav4mxo_DB8-ZINC000004733442-0.pdb	-85.2616	-81.7616	-3.5	0	20.5769
cav4mxo_DB8-ZINC000004733454-0.pdb	-84.5219	-74.42	-10.1019	0	21.375
cav4mxo_DB8-ZINC000004733461-0.pdb	-98.7853	-86.349	-12.4363	0	23.0769
cav4mxo_DB8-ZINC000004733464-0.pdb	-91.9323	-75.7318	-16.2006	0	20.0769
cav4mxo_DB8-ZINC000004733469-0.pdb	-90.4981	-79.9981	-10.5	0	21
cav4mxo_DB8-ZINC000004733472-0.pdb	-96.9391	-84.4103	-12.5288	0	21.7308
cav4mxo_DB8-ZINC000004733473-0.pdb	-86.8706	-84.255	-2.61567	0	21.8846
cav4mxo_DB8-ZINC000004733480-0.pdb	-104.366	-95.0318	-9.33451	0	20.2258
cav4mxo_DB8-ZINC000004733486-0.pdb	-104.507	-99.4052	-5.10208	0	23.1071
cav4mxo_DB8-ZINC000004734117-0.pdb	-78.6267	-62.8228	-15.8039	0	16.3077
cav4mxo_DB8-ZINC000004734159-0.pdb	-96.4269	-84.4269	-12	0	19.75
cav4mxo_DB8-ZINC000004734185-0.pdb	-96.1531	-85.4364	-10.7167	0	21.7407
cav4mxo_DB8-ZINC000004735147-0.pdb	-98.2875	-88.2373	-10.0502	0	22.2963
cav4mxo_DB8-ZINC000004753318-0.pdb	-75.2011	-61.586	-13.6151	0	19.5263
cav4mxo_DB8-ZINC000004817084-0.pdb	-90.5396	-87.0396	-3.5	0	20.9643
cav4mxo_DB8-ZINC000004834924-0.pdb	-86.0514	-81.4213	-4.63007	0	23
cav4mxo_DB8-ZINC000004894788-0.pdb	-72.657	-72.657	0	0	23.5714
cav4mxo_DB8-ZINC000004898011-0.pdb	-75.0298	-61.0736	-13.9563	0	20.1053
cav4mxo_DB8-ZINC000004898929-0.pdb	-95.8	-76.817	-18.983	0	17.4483
cav4mxo_DB8-ZINC000004923146-0.pdb	-73.5814	-60.2282	-13.3532	0	19.2632
cav4mxo_DB8-ZINC000004953890-0.pdb	-90.3171	-78.5954	-11.7217	0	18.7333
cav4mxo_DB8-ZINC000004959730-0.pdb	-76.2158	-76.2158	0	0	23.95
cav4mxo_DB8-ZINC000004968522-0.pdb	-82.2191	-58.7497	-23.4694	0	16.8333
cav4mxo_DB8-ZINC000004982921-0.pdb	-99.5756	-73.8949	-25.6806	0	21.2857
cav4mxo_DB8-ZINC000004983231-0.pdb	-91.1113	-70.562	-20.5494	0	18.1923
cav4mxo_DB8-ZINC000004985343-0.pdb	-84.0269	-67.9472	-16.0797	0	26.05
cav4mxo_DB8-ZINC000004985507-0.pdb	-105.18	-82.2015	-22.979	0	17.7241
cav4mxo_DB8-ZINC000005024746-0.pdb	-78.4125	-74.9965	-3.41607	0	20.3043
cav4mxo_DB8-ZINC000005029841-0.pdb	-98.1466	-95.4744	-2.67217	0	23.4643
cav4mxo_DB8-ZINC000005054644-0.pdb	-93.3009	-74.7671	-18.5338	0	18.4483
cav4mxo_DB8-ZINC000005065854-0.pdb	-90.6018	-84.6018	-6	0	19
cav4mxo_DB8-ZINC000005240560-0.pdb	-85.4834	-69.9661	-15.5173	0	21.0417
cav4mxo_DB8-ZINC000005246641-0.pdb	-93.9102	-78.9988	-14.9114	0	18.6923
cav4mxo_DB8-ZINC000005250586-0.pdb	-84.586	-69.9592	-14.6267	0	26.8
cav4mxo_DB8-ZINC000005264388-0.pdb	-91.194	-87.694	-3.5	0	23.6154
cav4mxo_DB8-ZINC000005264394-0.pdb	-91.7484	-84.7484	-7	0	20.4074
cav4mxo_DB8-ZINC000005269948-0.pdb	-89.2572	-76.2572	-13	0	20.08
cav4mxo_DB8-ZINC000005269964-0.pdb	-81.9565	-64.2106	-17.746	0	16.4231
cav4mxo_DB8-ZINC000005313843-0.pdb	-93.2754	-76.4937	-16.7817	0	20.76
cav4mxo_DB8-ZINC000005333607-0.pdb	-104.998	-91.9352	-13.0628	0	21.5161
cav4mxo_DB8-ZINC000005345177-0.pdb	-93.0476	-84.9021	-8.14552	0	25.0417
cav4mxo_DB8-ZINC000005345595-0.pdb	-73.2091	-63.1505	-10.0586	0	25.1111
cav4mxo_DB8-ZINC000005345853-0.pdb	-89.9254	-76.0283	-13.8971	0	19.48
cav4mxo_DB8-ZINC000005346385-0.pdb	-84.7134	-78.7856	-5.9278	0	20.6667
cav4mxo_DB8-ZINC000005347491-0.pdb	-88.7836	-83.3133	-5.47021	0	21.4615
cav4mxo_DB8-ZINC000005351315-0.pdb	-99.5339	-92.7224	-6.81147	0	20.7879
cav4mxo_DB8-ZINC000005453710-0.pdb	-97.6668	-84.2672	-13.3996	0	20.2759
cav4mxo_DB8-ZINC000005455744-0.pdb	-88.9196	-74.7353	-14.1843	0	20.0769
cav4mxo_DB8-ZINC000005511117-0.pdb	-80.2908	-69.7908	-10.5	0	20.087
cav4mxo_DB8-ZINC000005579639-0.pdb	-79.1354	-65.3629	-13.7725	0	20.1
cav4mxo_DB8-ZINC000005579640-0.pdb	-92.9094	-89.4094	-3.5	0	23.12
cav4mxo_DB8-ZINC000005687637-0.pdb	-80.5959	-73.6008	-6.99507	0	27.0556
cav4mxo_DB8-ZINC000005687641-0.pdb	-76.6051	-69.6051	-7	0	26.4211
cav4mxo_DB8-ZINC000005937555-0.pdb	-70.1893	-68.1202	-2.06918	0	22.2105
cav4mxo_DB8-ZINC000005938726-0.pdb	-74.9288	-73.344	-1.58476	0	22.0952
cav4mxo_DB8-ZINC000006462292-0.pdb	-102.142	-86.9623	-15.1797	0	19.3871
cav4mxo_DB8-ZINC000006462304-0.pdb	-101.78	-78.5263	-21.9569	-1.29657	18.4839
cav4mxo_DB8-ZINC000006462305-0.pdb	-95.7225	-70.6325	-23.7686	-1.32135	17.6774
cav4mxo_DB8-ZINC000006507554-0.pdb	-93.8839	-84.2664	-9.61747	0	20.3704
cav4mxo_DB8-ZINC000006530316-0.pdb	-86.385	-77.439	-8.94601	0	26.0417
cav4mxo_DB8-ZINC000006566264-0.pdb	-78.6695	-77.2141	-1.45536	0	22.2083
cav4mxo_DB8-ZINC000006616386-0.pdb	-69.8667	-66.4029	-3.46382	0	20.5789
cav4mxo_DB8-ZINC000006660523-0.pdb	-97.9956	-85.0765	-12.9191	0	25.0417
cav4mxo_DB8-ZINC000006732876-0.pdb	-95.3202	-87.2128	-8.10738	0	21.9286
cav4mxo_DB8-ZINC000006791296-0.pdb	-97.8647	-72.9433	-24.9214	0	19.6667
cav4mxo_DB8-ZINC000006804970-0.pdb	-101.541	-87.3219	-14.2195	0	25.1667
cav4mxo_DB8-ZINC000006804975-0.pdb	-95.3993	-80.1865	-15.2128	0	17.6897
cav4mxo_DB8-ZINC000006804976-0.pdb	-101.439	-80.9167	-20.5221	0	22.0667
cav4mxo_DB8-ZINC000006829151-0.pdb	-76.5996	-73.0996	-3.5	0	20.1739
cav4mxo_DB8-ZINC000006897271-0.pdb	-93.8677	-80.1309	-13.7368	0	19.75
cav4mxo_DB8-ZINC000007004107-0.pdb	-97.1854	-93.6854	-3.5	0	20.3
cav4mxo_DB8-ZINC000007060152-0.pdb	-89.56	-86.0868	-3.47319	0	18.0333
cav4mxo_DB8-ZINC000007337594-0.pdb	-84.016	-73.516	-10.5	0	21.72
cav4mxo_DB8-ZINC000007337618-0.pdb	-81.1386	-70.7533	-10.3853	0	23.8261
cav4mxo_DB8-ZINC000007337621-0.pdb	-84.5211	-71.8847	-12.6363	0	22.3043
cav4mxo_DB8-ZINC000007337626-0.pdb	-91.3765	-76.9612	-14.4153	0	23.3333
cav4mxo_DB8-ZINC000007498955-0.pdb	-86.8212	-79.6311	-7.1901	0	20.24
cav4mxo_DB8-ZINC000007738604-0.pdb	-94.5433	-80.5433	-14	0	21.5
cav4mxo_DB8-ZINC000007813586-0.pdb	-83.5355	-80.0355	-3.5	0	22.7083
cav4mxo_DB8-ZINC000007814651-0.pdb	-70.5498	-60.7812	-9.76863	0	22.0556
cav4mxo_DB8-ZINC000007983234-0.pdb	-76.8139	-65.0144	-11.7996	0	22.1429
cav4mxo_DB8-ZINC000007987307-0.pdb	-88.7189	-73.625	-15.0938	0	18.6538
cav4mxo_DB8-ZINC000008149271-0.pdb	-82.2525	-74.6765	-7.57601	0	27.05
cav4mxo_DB8-ZINC000008231140-0.pdb	-86.0488	-72.9899	-13.0589	0	19.0385
cav4mxo_DB8-ZINC000008315873-0.pdb	-74.8058	-61.7165	-13.0893	0	26.8333
cav4mxo_DB8-ZINC000008327509-0.pdb	-92.5649	-79.3009	-13.264	0	22.5667
cav4mxo_DB8-ZINC000008344415-0.pdb	-79.9991	-70.6455	-9.35356	0	24.6818
cav4mxo_DB8-ZINC000008508590-0.pdb	-79.0241	-66.3275	-12.6966	0	27.2632
cav4mxo_DB8-ZINC000008583015-0.pdb	-66.5161	-65.4313	-1.08473	0	20.88
cav4mxo_DB8-ZINC000008583114-0.pdb	-91.5541	-80.8236	-10.7306	0	22.7407
cav4mxo_DB8-ZINC000008584575-0.pdb	-100.254	-79.1949	-21.0594	0	19.7037
cav4mxo_DB8-ZINC000008594601-0.pdb	-83.3452	-75.0476	-8.29757	0	19.96
