#C:/Users/KIMED 1/Documents/Junaidin/iGEMDOCKv2.1/output/extracted_cav/cav4mxo_DB8.pdb with C:/Users/KIMED 1/Documents/Junaidin/Docking/SrcHum-nofilter/gemdock_out/docking.lst
#Ligand	TotalEnergy	VDW	HBond	Elec	AverConPair	
cav4mxo_DB8-ZINC000008594705-0.pdb	-88.6397	-85.1397	-3.5	0	22.7917
cav4mxo_DB8-ZINC000008706522-0.pdb	-103.06	-100.56	-2.5	0	21.0968
cav4mxo_DB8-ZINC000008706892-0.pdb	-81.7718	-81.7718	0	0	19.88
cav4mxo_DB8-ZINC000008708826-0.pdb	-89.8731	-86.3731	-3.5	0	20.5172
cav4mxo_DB8-ZINC000008725260-0.pdb	-90.1839	-71.6117	-18.5721	0	16.8929
cav4mxo_DB8-ZINC000008728068-0.pdb	-77.8243	-62.9154	-14.9089	0	25.4444
cav4mxo_DB8-ZINC000008746409-0.pdb	-97.1418	-94.8108	-2.33093	0	21.7241
cav4mxo_DB8-ZINC000008860289-0.pdb	-42.5731	-32.0731	-10.5	0	25.7
cav4mxo_DB8-ZINC000008940568-0.pdb	-83.1959	-66.1855	-17.0104	0	18.1154
cav4mxo_DB8-ZINC000008947877-0.pdb	-78.6823	-69.9742	-8.70811	0	18.4615
cav4mxo_DB8-ZINC000009009473-0.pdb	-82.8353	-79.3353	-3.5	0	23.7619
cav4mxo_DB8-ZINC000009056709-0.pdb	-80.3912	-77.1378	-3.25343	0	16.6207
cav4mxo_DB8-ZINC000009074830-0.pdb	-94.1663	-88.1319	-6.03442	0	20.4815
cav4mxo_DB8-ZINC000009074886-0.pdb	-91.9696	-82.7741	-9.19554	0	24.0833
cav4mxo_DB8-ZINC000009074903-0.pdb	-85.6889	-78.402	-7.28687	0	22.2308
cav4mxo_DB8-ZINC000009074905-0.pdb	-89.64	-70.1388	-19.5012	0	18.1852
cav4mxo_DB8-ZINC000009074908-0.pdb	-97.8384	-87.8002	-10.0382	0	19.4375
cav4mxo_DB8-ZINC000009074911-0.pdb	-105.77	-92.4219	-13.348	0	18.7576
cav4mxo_DB8-ZINC000009074916-0.pdb	-107.123	-93.1482	-13.9751	0	20.1563
cav4mxo_DB8-ZINC000009074922-0.pdb	-89.7669	-86.6565	-3.11034	0	18.871
cav4mxo_DB8-ZINC000009074927-0.pdb	-83.6898	-80.2905	-3.39925	0	17.3
cav4mxo_DB8-ZINC000009074928-0.pdb	-80.4711	-73.6866	-6.78449	0	21.4
cav4mxo_DB8-ZINC000009074932-0.pdb	-90.0894	-82.082	-8.0074	0	23.963
cav4mxo_DB8-ZINC000009074933-0.pdb	-93.9309	-83.8597	-10.0712	0	22.9259
cav4mxo_DB8-ZINC000009074949-0.pdb	-80.6319	-69.0217	-11.6102	0	22.2381
cav4mxo_DB8-ZINC000009074957-0.pdb	-79.444	-71.8191	-7.62492	0	21.3913
cav4mxo_DB8-ZINC000009074969-0.pdb	-93.2513	-71.7801	-21.4711	0	16.7333
cav4mxo_DB8-ZINC000009074976-0.pdb	-89.1871	-82.1871	-7	0	23.76
cav4mxo_DB8-ZINC000009074981-0.pdb	-84.2262	-77.695	-6.53128	0	18.3214
cav4mxo_DB8-ZINC000009075003-0.pdb	-91.8737	-74.2947	-17.579	0	21.24
cav4mxo_DB8-ZINC000009075005-0.pdb	-87.0985	-78.1071	-8.9914	0	27.24
cav4mxo_DB8-ZINC000009075025-0.pdb	-82.909	-79.7383	-3.17066	0	19.6667
cav4mxo_DB8-ZINC000009075027-0.pdb	-88.4731	-70.2357	-18.2374	0	19.037
cav4mxo_DB8-ZINC000009075047-0.pdb	-88.5511	-85.0511	-3.5	0	18.9355
cav4mxo_DB8-ZINC000009075068-0.pdb	-86.2974	-72.5044	-13.7929	0	15.1379
cav4mxo_DB8-ZINC000009116924-0.pdb	-97.5612	-81.2697	-16.2915	0	16.8387
cav4mxo_DB8-ZINC000009116956-0.pdb	-100.868	-87.9838	-12.8838	0	20.0323
cav4mxo_DB8-ZINC000009119377-0.pdb	-97.0282	-90.9642	-6.064	0	20.2647
cav4mxo_DB8-ZINC000009142856-0.pdb	-103.467	-85.6826	-17.7844	0	23.5926
cav4mxo_DB8-ZINC000009222885-0.pdb	-104.663	-79.402	-25.2607	0	17.697
cav4mxo_DB8-ZINC000009253330-0.pdb	-104.907	-86.3107	-18.5963	0	19.9706
cav4mxo_DB8-ZINC000009290201-0.pdb	-96.5827	-79.2206	-17.3621	0	19.8148
cav4mxo_DB8-ZINC000009332863-0.pdb	-83.8355	-80.3355	-3.5	0	19.2222
cav4mxo_DB8-ZINC000009360482-0.pdb	-93.7464	-90.3313	-3.41514	0	21.0357
cav4mxo_DB8-ZINC000009366930-0.pdb	-88.4706	-85.162	-3.30862	0	18.5161
cav4mxo_DB8-ZINC000009409774-0.pdb	-83.2325	-79.7325	-3.5	0	18.5806
cav4mxo_DB8-ZINC000009467090-0.pdb	-118.271	-104.953	-13.3186	0	20.1765
cav4mxo_DB8-ZINC000009514186-0.pdb	-90.03	-86.53	-3.5	0	20.0357
cav4mxo_DB8-ZINC000009532120-0.pdb	-43.75	-33.2597	-10.4904	0	25.8421
cav4mxo_DB8-ZINC000009606174-0.pdb	-104.738	-97.9024	-6.83598	0	19.3438
cav4mxo_DB8-ZINC000009641754-0.pdb	-76.7262	-70.3602	-6.36606	0	21.92
cav4mxo_DB8-ZINC000009666355-0.pdb	-93.9399	-80.4308	-13.5091	0	19.963
cav4mxo_DB8-ZINC000009669879-0.pdb	-73.1253	-66.2861	-6.83921	0	17.0385
cav4mxo_DB8-ZINC000009670536-0.pdb	-95.8773	-76.9815	-18.8958	0	21.7826
cav4mxo_DB8-ZINC000009740970-0.pdb	-63.7987	-57.2005	-6.59814	0	19.9
cav4mxo_DB8-ZINC000009829958-0.pdb	-102.742	-82.932	-19.8101	0	17
cav4mxo_DB8-ZINC000009954561-0.pdb	-90.8263	-72.6293	-18.1971	0	16.0938
cav4mxo_DB8-ZINC000009968964-0.pdb	-96.1909	-84.1061	-12.0848	0	16.3235
cav4mxo_DB8-ZINC000010513142-0.pdb	-82.4555	-79.5356	-2.91993	0	17.4667
cav4mxo_DB8-ZINC000010517131-0.pdb	-83.3613	-77.4688	-5.89253	0	18.7407
cav4mxo_DB8-ZINC000010660589-0.pdb	-91.5661	-89.7417	-1.82441	0	21.3
cav4mxo_DB8-ZINC000010959022-0.pdb	-85.3947	-83.1534	-2.24124	0	22.0385
cav4mxo_DB8-ZINC000010961212-0.pdb	-76.5222	-73.0222	-3.5	0	17.6667
cav4mxo_DB8-ZINC000010961309-0.pdb	-81.7373	-80.7251	-1.01223	0	24.8
cav4mxo_DB8-ZINC000011246799-0.pdb	-100.273	-90.7857	-9.4876	0	20.5862
cav4mxo_DB8-ZINC000011469890-0.pdb	-89.7214	-89.7214	0	0	20.5517
cav4mxo_DB8-ZINC000011663472-0.pdb	-89.6493	-86.1493	-3.5	0	19.4333
cav4mxo_DB8-ZINC000011663721-0.pdb	-90.3801	-86.8801	-3.5	0	18.625
cav4mxo_DB8-ZINC000011723502-0.pdb	-91.0055	-73.6553	-17.3501	0	19.5769
cav4mxo_DB8-ZINC000012088147-0.pdb	-96.0578	-85.6964	-10.3614	0	18.5
cav4mxo_DB8-ZINC000012113825-0.pdb	-83.3369	-79.8369	-3.5	0	24.9048
cav4mxo_DB8-ZINC000012227171-0.pdb	-81.5838	-74.716	-6.86777	0	23
cav4mxo_DB8-ZINC000012227301-0.pdb	-95.634	-85.52	-10.1139	0	21.25
cav4mxo_DB8-ZINC000012227509-0.pdb	-70.937	-63.937	-7	0	22.619
cav4mxo_DB8-ZINC000012300862-0.pdb	-82.6448	-71.6017	-11.0431	0	19.3871
cav4mxo_DB8-ZINC000012438507-0.pdb	-87.4106	-70.3163	-17.0943	0	17.2963
cav4mxo_DB8-ZINC000012447059-0.pdb	-90.9213	-85.0107	-5.91055	0	21.5357
cav4mxo_DB8-ZINC000012499064-0.pdb	-81.9754	-78.4754	-3.5	0	19.5385
cav4mxo_DB8-ZINC000012506997-0.pdb	-77.6194	-75.2415	-2.37795	0	24.0476
cav4mxo_DB8-ZINC000012507701-0.pdb	-86.8564	-83.5647	-3.29172	0	23.625
cav4mxo_DB8-ZINC000012520766-0.pdb	-92.8447	-89.3956	-3.44911	0	19.8966
cav4mxo_DB8-ZINC000012525357-0.pdb	-83.1722	-75.431	-7.74121	0	22.12
cav4mxo_DB8-ZINC000012537580-0.pdb	-95.4584	-76.3789	-19.0795	0	18.8519
cav4mxo_DB8-ZINC000012540867-0.pdb	-90.9052	-73.612	-17.2931	0	18.3704
cav4mxo_DB8-ZINC000012551240-0.pdb	-90.519	-87.019	-3.5	0	22.44
cav4mxo_DB8-ZINC000012559676-0.pdb	-75.6899	-65.1899	-10.5	0	21.2174
cav4mxo_DB8-ZINC000012604410-0.pdb	-102.127	-99.4918	-2.63515	0	19.5938
cav4mxo_DB8-ZINC000012633294-0.pdb	-103.094	-75.9603	-27.1341	0	16.5938
cav4mxo_DB8-ZINC000012644279-0.pdb	-85.9875	-85.9875	0	0	19.7037
cav4mxo_DB8-ZINC000012736774-0.pdb	-89.944	-70.7508	-19.1933	0	16.3226
cav4mxo_DB8-ZINC000012739272-0.pdb	-94.5564	-84.7508	-9.80561	0	18.6875
cav4mxo_DB8-ZINC000012739284-0.pdb	-101.636	-95.1782	-6.45773	0	19.5758
cav4mxo_DB8-ZINC000012766330-0.pdb	-91.8681	-80.2632	-11.6049	0	19.1429
cav4mxo_DB8-ZINC000012766865-0.pdb	-101.884	-86.3845	-15.4995	0	20.6296
cav4mxo_DB8-ZINC000012769772-0.pdb	-85.9601	-74.5152	-11.4449	0	20.16
cav4mxo_DB8-ZINC000012780830-0.pdb	-78.5802	-69.0031	-9.57712	0	26.619
cav4mxo_DB8-ZINC000012784540-0.pdb	-82.3565	-67.1383	-15.2182	0	18.0833
cav4mxo_DB8-ZINC000012785336-0.pdb	-81.1622	-74.1622	-7	0	18.7692
cav4mxo_DB8-ZINC000012791393-0.pdb	-91.6037	-86.6864	-4.91734	0	25.84
cav4mxo_DB8-ZINC000012793511-0.pdb	-89.3055	-82.3055	-7	0	19.4444
cav4mxo_DB8-ZINC000012799321-0.pdb	-91.7465	-84.7465	-7	0	23.28
cav4mxo_DB8-ZINC000012846047-0.pdb	-85.2257	-61.8471	-23.3786	0	17.5385
cav4mxo_DB8-ZINC000012865006-0.pdb	-76.5256	-73.0256	-3.5	0	16.931
cav4mxo_DB8-ZINC000012875073-0.pdb	-52.1353	-48.6353	-3.5	0	22.1053
cav4mxo_DB8-ZINC000012876622-0.pdb	-83.7205	-71.0334	-12.687	0	18.6923
cav4mxo_DB8-ZINC000012879863-0.pdb	-92.0895	-89.5895	-2.5	0	24.5
cav4mxo_DB8-ZINC000012895942-0.pdb	-79.5422	-72.5422	-7	0	21.9524
cav4mxo_DB8-ZINC000012901595-0.pdb	-92.3548	-80.5621	-11.7927	0	17.7241
cav4mxo_DB8-ZINC000012906698-0.pdb	-78.1975	-78.1975	0	0	20.75
cav4mxo_DB8-ZINC000012906703-0.pdb	-83.4496	-79.4784	-3.97124	0	21.0741
cav4mxo_DB8-ZINC000012926767-0.pdb	-88.4052	-70.2876	-18.1177	0	16.8125
cav4mxo_DB8-ZINC000012929854-0.pdb	-86.4755	-76.221	-10.2545	0	19.3214
cav4mxo_DB8-ZINC000012929860-0.pdb	-94.1425	-73.783	-20.3595	0	16.4483
cav4mxo_DB8-ZINC000012929867-0.pdb	-100.285	-93.2848	-7	0	20.3793
cav4mxo_DB8-ZINC000012981102-0.pdb	-82.5351	-79.1316	-3.40351	0	19.4815
cav4mxo_DB8-ZINC000013008325-0.pdb	-85.1652	-68.924	-16.2412	0	17.5385
cav4mxo_DB8-ZINC000013010849-0.pdb	-95.3044	-71.7827	-23.5218	0	17.7037
cav4mxo_DB8-ZINC000013011015-0.pdb	-79.2157	-74.919	-4.29667	0	23.087
cav4mxo_DB8-ZINC000013029346-0.pdb	-106.082	-91.7007	-14.3815	0	18.2564
cav4mxo_DB8-ZINC000013040023-0.pdb	-75.9703	-72.4703	-3.5	0	18.88
cav4mxo_DB8-ZINC000013040024-0.pdb	-90.0814	-83.2621	-6.81935	0	22
cav4mxo_DB8-ZINC000013068416-0.pdb	-89.7716	-84.0881	-5.68347	0	22.2759
cav4mxo_DB8-ZINC000013083113-0.pdb	-104.065	-87.2885	-16.7764	0	19.2857
cav4mxo_DB8-ZINC000013083193-0.pdb	-116.916	-104.521	-12.3947	0	24.0938
cav4mxo_DB8-ZINC000013083200-0.pdb	-92.991	-76.6468	-16.3441	0	15.7647
cav4mxo_DB8-ZINC000013083615-0.pdb	-87.5689	-76.8881	-10.6808	0	17.3
cav4mxo_DB8-ZINC000013083621-0.pdb	-96.5656	-89.5656	-7	0	18.3235
cav4mxo_DB8-ZINC000013083639-0.pdb	-90.5059	-77.9731	-12.5327	0	18.5806
cav4mxo_DB8-ZINC000013083681-0.pdb	-100.009	-84.8515	-15.158	0	19
cav4mxo_DB8-ZINC000013129117-0.pdb	-93.5129	-82.2591	-11.2538	0	18.7576
cav4mxo_DB8-ZINC000013129382-0.pdb	-90.6746	-87.1746	-3.5	0	18
cav4mxo_DB8-ZINC000013130267-0.pdb	-78.7824	-76.2764	-2.50597	0	16.2667
cav4mxo_DB8-ZINC000013148251-0.pdb	-92.1877	-92.1877	0	0	19.9333
cav4mxo_DB8-ZINC000013148443-0.pdb	-81.8556	-80.8169	-1.0387	0	18.5714
cav4mxo_DB8-ZINC000013364724-0.pdb	-93.3818	-77.8349	-15.5469	0	16.871
cav4mxo_DB8-ZINC000013573024-0.pdb	-77.4237	-58.2864	-19.1374	0	17.5217
cav4mxo_DB8-ZINC000013573026-0.pdb	-73.5007	-62.4069	-11.0939	0	20.1304
cav4mxo_DB8-ZINC000013602715-0.pdb	-75.3709	-61.3709	-14	0	17.125
cav4mxo_DB8-ZINC000013636535-0.pdb	-106.736	-93.591	-13.1449	0	23.2
cav4mxo_DB8-ZINC000013640572-0.pdb	-101.684	-97.3047	-4.37922	0	19.7059
cav4mxo_DB8-ZINC000013641455-0.pdb	-91.0781	-69.4368	-21.6412	0	17.5862
cav4mxo_DB8-ZINC000013641517-0.pdb	-107.399	-90.2321	-17.1667	0	20.2581
cav4mxo_DB8-ZINC000013644362-0.pdb	-81.9288	-71.6882	-10.2406	0	18.6154
cav4mxo_DB8-ZINC000013644467-0.pdb	-91.3878	-84.291	-7.09686	0	23.3333
cav4mxo_DB8-ZINC000013686899-0.pdb	-78.2419	-65.0129	-13.229	0	19.1667
cav4mxo_DB8-ZINC000013691769-0.pdb	-83.5377	-65.9452	-17.5925	0	19.32
cav4mxo_DB8-ZINC000013719236-0.pdb	-82.836	-76.0845	-6.75145	0	21.6957
cav4mxo_DB8-ZINC000013724658-0.pdb	-95.8591	-86.9481	-8.91095	0	22.1071
cav4mxo_DB8-ZINC000013731973-0.pdb	-93.3341	-80.8784	-12.4557	0	23.2593
cav4mxo_DB8-ZINC000013959213-0.pdb	-90.6031	-83.6031	-7	0	18.6875
cav4mxo_DB8-ZINC000013959910-0.pdb	-90.3764	-83.3764	-7	0	17.0938
cav4mxo_DB8-ZINC000013960930-0.pdb	-109.94	-100.32	-9.61978	0	18.8611
cav4mxo_DB8-ZINC000013961143-0.pdb	-85.273	-85.273	0	0	17.7333
cav4mxo_DB8-ZINC000013961191-0.pdb	-93.5565	-79.6261	-13.9304	0	13.3077
cav4mxo_DB8-ZINC000013961192-0.pdb	-100.412	-98.9084	-1.50347	0	16.641
cav4mxo_DB8-ZINC000013961194-0.pdb	-106.226	-85.8167	-20.4097	0	14.0513
cav4mxo_DB8-ZINC000013961199-0.pdb	-90.7764	-90.7764	0	0	16.3684
cav4mxo_DB8-ZINC000013961206-0.pdb	-94.442	-94.442	0	0	18.1351
cav4mxo_DB8-ZINC000013961241-0.pdb	-85.2009	-69.6495	-15.5514	0	17.6786
cav4mxo_DB8-ZINC000013961343-0.pdb	-90.7306	-83.8249	-6.9057	0	17.3235
cav4mxo_DB8-ZINC000013961374-0.pdb	-95.0015	-76.037	-18.9645	0	16.6061
cav4mxo_DB8-ZINC000013961449-0.pdb	-119.992	-79.9226	-38.7437	-1.32581	17.1714
cav4mxo_DB8-ZINC000014077714-0.pdb	-61.8271	-58.3271	-3.5	0	20
cav4mxo_DB8-ZINC000014092689-0.pdb	-70.658	-67.8613	-2.79667	0	23.6667
cav4mxo_DB8-ZINC000014197924-0.pdb	-101.782	-93.0976	-8.68456	0	18.0857
cav4mxo_DB8-ZINC000014207962-0.pdb	-81.8831	-68.8831	-13	0	19.5833
cav4mxo_DB8-ZINC000014210784-0.pdb	-84.5511	-82.0511	-2.5	0	24.1818
cav4mxo_DB8-ZINC000014212072-0.pdb	-89.7042	-77.2207	-12.4835	0	27.9545
cav4mxo_DB8-ZINC000014235278-0.pdb	-84.9287	-75.4287	-9.5	0	22.4
cav4mxo_DB8-ZINC000014236864-0.pdb	-92.3841	-76.262	-16.122	0	19.6
cav4mxo_DB8-ZINC000014241267-0.pdb	-86.7493	-71.4572	-15.2922	0	19.0741
cav4mxo_DB8-ZINC000014241575-0.pdb	-99.5748	-90.5483	-9.02649	0	21.2963
cav4mxo_DB8-ZINC000014279753-0.pdb	-88.9245	-79.0023	-9.92224	0	23.08
cav4mxo_DB8-ZINC000014814541-0.pdb	-88.3419	-85.8419	-2.5	0	24.5217
cav4mxo_DB8-ZINC000015113565-0.pdb	-91.3006	-87.8006	-3.5	0	23.7917
cav4mxo_DB8-ZINC000015141080-0.pdb	-93.4189	-73.6135	-19.8054	0	16.2593
cav4mxo_DB8-ZINC000015141081-0.pdb	-103.917	-80.4717	-23.4451	0	24.6667
cav4mxo_DB8-ZINC000015154022-0.pdb	-85.8778	-73.1615	-12.7164	0	19.2
cav4mxo_DB8-ZINC000015163627-0.pdb	-92.466	-86.553	-5.91301	0	22.3333
cav4mxo_DB8-ZINC000015414016-0.pdb	-89.3806	-80.006	-9.3746	0	19.6071
cav4mxo_DB8-ZINC000015414019-0.pdb	-93.0007	-82.568	-10.4327	0	20.5714
cav4mxo_DB8-ZINC000015414252-0.pdb	-91.3029	-77.3187	-13.9841	0	16.6875
cav4mxo_DB8-ZINC000015414267-0.pdb	-89.2776	-84.0299	-5.2477	0	17.5294
cav4mxo_DB8-ZINC000015593800-0.pdb	-84.7237	-64.9698	-19.7539	0	19.7273
cav4mxo_DB8-ZINC000015780355-0.pdb	-74.5724	-74.5724	0	0	19.5652
cav4mxo_DB8-ZINC000015786665-0.pdb	-80.4098	-63.7211	-16.6887	0	26.35
cav4mxo_DB8-ZINC000015840941-0.pdb	-90.8745	-86.0828	-4.79175	0	22
cav4mxo_DB8-ZINC000015922165-0.pdb	-91.556	-72.56	-18.9961	0	24.85
cav4mxo_DB8-ZINC000016162616-0.pdb	-92.0578	-74.7913	-17.2666	0	18.8846
cav4mxo_DB8-ZINC000016291028-0.pdb	-104.79	-101.524	-3.26624	0	18.3158
cav4mxo_DB8-ZINC000016426069-0.pdb	-92.1061	-82.9908	-9.11538	0	16.6563
cav4mxo_DB8-ZINC000016599785-0.pdb	-94.7865	-82.3447	-12.4419	0	15.0556
cav4mxo_DB8-ZINC000016689840-0.pdb	-100.049	-79.5048	-20.5445	0	18.1786
cav4mxo_DB8-ZINC000016942726-0.pdb	-104.254	-81.9986	-22.2552	0	18.3871
cav4mxo_DB8-ZINC000016944482-0.pdb	-87.5311	-76.4991	-11.032	0	17.7813
cav4mxo_DB8-ZINC000016994171-0.pdb	-83.0791	-73.7538	-9.32521	0	19.6538
cav4mxo_DB8-ZINC000017026449-0.pdb	-94.9561	-84.4561	-10.5	0	22.7308
cav4mxo_DB8-ZINC000017026451-0.pdb	-88.4316	-86.0215	-2.41007	0	21.6923
cav4mxo_DB8-ZINC000017026453-0.pdb	-86.9978	-83.4978	-3.5	0	22
cav4mxo_DB8-ZINC000017026455-0.pdb	-77.3105	-66.9307	-10.3798	0	17.24
cav4mxo_DB8-ZINC000017071253-0.pdb	-83.0133	-73.5653	-9.44796	0	21.4
cav4mxo_DB8-ZINC000017075265-0.pdb	-83.5482	-67.381	-16.1672	0	17.7037
cav4mxo_DB8-ZINC000017077058-0.pdb	-85.5117	-76.3021	-9.20958	0	20.7143
cav4mxo_DB8-ZINC000017088446-0.pdb	-83.4324	-81.1782	-2.2542	0	20.0714
cav4mxo_DB8-ZINC000017093359-0.pdb	-99.3841	-76.8407	-22.5434	0	19.3667
cav4mxo_DB8-ZINC000017093953-0.pdb	-87.2549	-83.7549	-3.5	0	17.9375
cav4mxo_DB8-ZINC000017094907-0.pdb	-93.2583	-86.4749	-6.78336	0	20.1563
cav4mxo_DB8-ZINC000017097074-0.pdb	-95.4988	-89.6953	-5.80341	0	19.3438
cav4mxo_DB8-ZINC000017099436-0.pdb	-97.6379	-97.6379	0	0	19.7667
cav4mxo_DB8-ZINC000017121529-0.pdb	-83.179	-83.179	0	0	19.2308
cav4mxo_DB8-ZINC000017121534-0.pdb	-79.2038	-66.2213	-12.9825	0	19
cav4mxo_DB8-ZINC000017121577-0.pdb	-81.487	-77.987	-3.5	0	21.3704
cav4mxo_DB8-ZINC000017121591-0.pdb	-89.3053	-83.8313	-5.47402	0	20.5
cav4mxo_DB8-ZINC000017137695-0.pdb	-74.8744	-64.435	-10.4394	0	21.8421
cav4mxo_DB8-ZINC000017179938-0.pdb	-91.6146	-91.6146	0	0	22.1538
cav4mxo_DB8-ZINC000017196681-0.pdb	-90.4313	-87.5486	-2.88268	0	23.6667
cav4mxo_DB8-ZINC000017270456-0.pdb	-112.314	-103.418	-8.89624	0	21.3226
cav4mxo_DB8-ZINC000017287552-0.pdb	-91.0679	-76.2776	-14.7904	0	20.5769
cav4mxo_DB8-ZINC000017306894-0.pdb	-79.5484	-74.1352	-5.41314	0	19.6667
cav4mxo_DB8-ZINC000017308039-0.pdb	-86.1732	-72.0824	-14.0909	0	19.3333
cav4mxo_DB8-ZINC000017418716-0.pdb	-90.5526	-80.414	-10.1386	0	16.8125
cav4mxo_DB8-ZINC000017729716-0.pdb	-95.5662	-82.564	-13.0022	0	19.9643
cav4mxo_DB8-ZINC000018173147-0.pdb	-95.8943	-90.2503	-5.64396	0	23.1852
cav4mxo_DB8-ZINC000018222017-0.pdb	-98.9476	-85.9476	-13	0	20.9259
cav4mxo_DB8-ZINC000019077185-0.pdb	-77.0448	-70.5187	-6.52609	0	21.7727
cav4mxo_DB8-ZINC000019078030-0.pdb	-96.7281	-87.2281	-9.5	0	21.4516
cav4mxo_DB8-ZINC000019078052-0.pdb	-105.472	-91.4721	-14	0	22.931
cav4mxo_DB8-ZINC000019078310-0.pdb	-92.0551	-77.8144	-14.2406	0	17.2581
cav4mxo_DB8-ZINC000019078415-0.pdb	-91.6897	-78.1137	-13.576	0	18
cav4mxo_DB8-ZINC000019078653-0.pdb	-79.3176	-72.3176	-7	0	24.3478
cav4mxo_DB8-ZINC000019079753-0.pdb	-76.5164	-65.9092	-10.6072	0	24.7
cav4mxo_DB8-ZINC000019103733-0.pdb	-83.1477	-72.6477	-10.5	0	18.76
cav4mxo_DB8-ZINC000019109668-0.pdb	-93.3454	-83.5729	-9.7725	0	21.2963
cav4mxo_DB8-ZINC000019116553-0.pdb	-88.4649	-75.4649	-13	0	22.2273
cav4mxo_DB8-ZINC000019143211-0.pdb	-106.011	-91.9756	-14.0356	0	17.3056
cav4mxo_DB8-ZINC000019143214-0.pdb	-108.074	-85.9343	-22.1399	0	16.6111
cav4mxo_DB8-ZINC000019521739-0.pdb	-83.7841	-58.1115	-25.6726	0	18.1905
cav4mxo_DB8-ZINC000019643576-0.pdb	-89.7958	-79.4854	-10.3104	0	18.7879
cav4mxo_DB8-ZINC000019714883-0.pdb	-91.4226	-80.9226	-10.5	0	24.75
cav4mxo_DB8-ZINC000019717583-0.pdb	-99.2765	-90.9175	-8.35902	0	18.625
cav4mxo_DB8-ZINC000019718456-0.pdb	-91.0535	-77.716	-13.3376	0	17.129
cav4mxo_DB8-ZINC000019948516-0.pdb	-76.2905	-67.0018	-9.2887	0	26.6842
cav4mxo_DB8-ZINC000020182021-0.pdb	-87.2382	-77.0275	-10.2107	0	21.069
cav4mxo_DB8-ZINC000020213446-0.pdb	-90.4098	-84.5015	-5.90832	0	17.6563
cav4mxo_DB8-ZINC000020215299-0.pdb	-119.071	-107.002	-12.0686	0	19.3684
cav4mxo_DB8-ZINC000020215301-0.pdb	-109.64	-93.2429	-16.3968	0	17.3158
cav4mxo_DB8-ZINC000020343063-0.pdb	-88.002	-76.0217	-11.9803	0	22.7826
cav4mxo_DB8-ZINC000020355988-0.pdb	-102.667	-87.1667	-15.5	0	20.625
cav4mxo_DB8-ZINC000020356008-0.pdb	-96.3147	-81.0788	-15.2359	0	16.8438
cav4mxo_DB8-ZINC000020606494-0.pdb	-105.523	-82.1185	-23.4044	0	18.3611
cav4mxo_DB8-ZINC000020615748-0.pdb	-89.7029	-87.3047	-2.3982	0	19.6452
cav4mxo_DB8-ZINC000020661985-0.pdb	-97.4405	-85.1288	-12.3117	0	23.4
cav4mxo_DB8-ZINC000020661995-0.pdb	-91.7743	-80.5341	-11.2402	0	18.5938
cav4mxo_DB8-ZINC000020661997-0.pdb	-89.3669	-79.2403	-10.1265	0	21.5833
cav4mxo_DB8-ZINC000020669229-0.pdb	-112.24	-98.4854	-13.755	0	19.6875
cav4mxo_DB8-ZINC000020774706-0.pdb	-109.62	-98.5978	-11.0219	0	22.8182
cav4mxo_DB8-ZINC000020917168-0.pdb	-96.533	-90.9037	-5.62928	0	18.8387
cav4mxo_DB8-ZINC000021657854-0.pdb	-89.2396	-84.058	-5.18164	0	21.7037
cav4mxo_DB8-ZINC000021661438-0.pdb	-75.2196	-58.8979	-16.3218	0	19.0909
cav4mxo_DB8-ZINC000021673992-0.pdb	-93.9791	-79.4441	-14.535	0	19.08
cav4mxo_DB8-ZINC000021826644-0.pdb	-77.7879	-74.8421	-2.94586	0	16.5
cav4mxo_DB8-ZINC000021832166-0.pdb	-92.5023	-85.1006	-7.40176	0	25.1154
cav4mxo_DB8-ZINC000021841861-0.pdb	-99.6705	-85.6706	-13.9999	0	20.4
cav4mxo_DB8-ZINC000022023048-0.pdb	-76.8096	-73.3096	-3.5	0	15.1212
cav4mxo_DB8-ZINC000022052515-0.pdb	-89.0378	-87.8919	-1.14584	0	18.8108
cav4mxo_DB8-ZINC000022052519-0.pdb	-99.6465	-96.1465	-3.5	0	19.8378
cav4mxo_DB8-ZINC000022052595-0.pdb	-97.6519	-87.4073	-10.2445	0	15.8684
cav4mxo_DB8-ZINC000022052600-0.pdb	-104	-94.4996	-9.5	0	17.8684
cav4mxo_DB8-ZINC000022052790-0.pdb	-110.021	-96.5162	-13.5052	0	17.2162
cav4mxo_DB8-ZINC000022052794-0.pdb	-97.2964	-91.6712	-5.62519	0	17
cav4mxo_DB8-ZINC000022052924-0.pdb	-100.268	-94.3476	-5.91992	0	16.6579
cav4mxo_DB8-ZINC000022052929-0.pdb	-93.5204	-87.4092	-6.11122	0	16.4474
cav4mxo_DB8-ZINC000022139860-0.pdb	-100.873	-81.1361	-19.7368	0	18.0625
cav4mxo_DB8-ZINC000022292300-0.pdb	-84.0451	-78.0451	-6	0	24.5909
cav4mxo_DB8-ZINC000022389307-0.pdb	-90.3475	-90.3475	0	0	18.9333
cav4mxo_DB8-ZINC000022389309-0.pdb	-87.891	-87.891	0	0	21.4643
cav4mxo_DB8-ZINC000022405559-0.pdb	-89.2536	-66.6193	-22.6344	0	18
cav4mxo_DB8-ZINC000022475775-0.pdb	-74.1988	-70.6988	-3.5	0	18.44
