#C:/Users/KIMED 1/Documents/Junaidin/Docking/SrcHum-nofilter/extracted_cav/cav1m17_AQ4.pdb with C:/Users/KIMED 1/Documents/Junaidin/Docking/EGFRfarma/egfrnofilter/gemdock_out/docking.lst
#Ligand	TotalEnergy	VDW	HBond	Elec	AverConPair	
cav1m17_AQ4-ZINC000000649101-0.pdb	-98.9615	-89.7251	-9.23636	0	18.8056
cav1m17_AQ4-ZINC000000649116-0.pdb	-100.155	-85.8671	-14.2881	0	17.7353
cav1m17_AQ4-ZINC000000649122-0.pdb	-94.9347	-79.0335	-15.9012	0	14.3143
cav1m17_AQ4-ZINC000000649296-0.pdb	-113.128	-107.128	-6	0	17.359
cav1m17_AQ4-ZINC000000649527-0.pdb	-99.7729	-89.5797	-10.1932	0	18.9394
cav1m17_AQ4-ZINC000000649540-0.pdb	-98.3312	-91.0819	-7.24928	0	17.1176
cav1m17_AQ4-ZINC000000649564-0.pdb	-99.4428	-95.9428	-3.5	0	18.0286
cav1m17_AQ4-ZINC000000649569-0.pdb	-110.284	-96.394	-13.8903	0	20.6364
cav1m17_AQ4-ZINC000000787947-0.pdb	-91.5614	-72.5135	-19.0479	0	20.3333
cav1m17_AQ4-ZINC000000787996-0.pdb	-88.4152	-81.4152	-7	0	19.7037
cav1m17_AQ4-ZINC000000799069-0.pdb	-85.9086	-68.8368	-17.0717	0	21.88
cav1m17_AQ4-ZINC000000806640-0.pdb	-80.4263	-65.0618	-15.3645	0	26
cav1m17_AQ4-ZINC000000815293-0.pdb	-90.5108	-80.3499	-10.1608	0	19.8929
cav1m17_AQ4-ZINC000000815310-0.pdb	-84.6139	-76.3437	-8.27021	0	20.5
cav1m17_AQ4-ZINC000000815364-0.pdb	-77.1918	-73.6918	-3.5	0	19.3846
cav1m17_AQ4-ZINC000000997744-0.pdb	-90.8123	-81.8421	-8.97012	0	20.4286
cav1m17_AQ4-ZINC000001003098-0.pdb	-86.7303	-84.122	-2.60833	0	19.3462
cav1m17_AQ4-ZINC000001003166-0.pdb	-98.0713	-90.472	-7.59931	0	20.2581
cav1m17_AQ4-ZINC000001003196-0.pdb	-95.2178	-78.7178	-16.5	0	13.7714
cav1m17_AQ4-ZINC000001056841-0.pdb	-82.2489	-72.0825	-10.1664	0	20.04
cav1m17_AQ4-ZINC000001060349-0.pdb	-88.4179	-84.9179	-3.5	0	18.0968
cav1m17_AQ4-ZINC000001061866-0.pdb	-64.615	-44.4524	-20.1626	0	20.7778
cav1m17_AQ4-ZINC000001071552-0.pdb	-96.2187	-87.1888	-9.02992	0	19.1333
cav1m17_AQ4-ZINC000001073564-0.pdb	-94.387	-84.1824	-10.2045	0	19.8966
cav1m17_AQ4-ZINC000001074082-0.pdb	-100.699	-97.1991	-3.5	0	21.4828
cav1m17_AQ4-ZINC000001112169-0.pdb	-86.9544	-84.0071	-2.94734	0	20.3333
cav1m17_AQ4-ZINC00001304002-0.pdb	-85.2452	-72.5648	-12.6805	0	22.76
cav1m17_AQ4-ZINC000001326755-0.pdb	-78.6985	-73.5051	-5.19346	0	23.3333
cav1m17_AQ4-ZINC000001334841-0.pdb	-94.9019	-83.7724	-11.1295	0	20.3871
cav1m17_AQ4-ZINC000001339486-0.pdb	-115.131	-97.2544	-17.8766	0	18.1622
cav1m17_AQ4-ZINC000001368931-0.pdb	-85.8815	-72.1175	-13.764	0	24.4286
cav1m17_AQ4-ZINC000001386794-0.pdb	-76.5528	-69.911	-6.64172	0	20.9524
cav1m17_AQ4-ZINC000001386800-0.pdb	-88.7977	-79.247	-9.55068	0	22.3913
cav1m17_AQ4-ZINC000001387062-0.pdb	-77.2651	-70.2651	-7	0	25.9444
cav1m17_AQ4-ZINC000001387071-0.pdb	-78.1726	-68.8432	-9.32938	0	21.3
cav1m17_AQ4-ZINC000001406300-0.pdb	-63.4805	-59.9805	-3.5	0	20.4444
cav1m17_AQ4-ZINC000001468185-0.pdb	-89.2196	-77.4746	-11.745	0	23.44
cav1m17_AQ4-ZINC000001562381-0.pdb	-74.2769	-64.3169	-9.96002	0	21.3
cav1m17_AQ4-ZINC000001576938-0.pdb	-77.2097	-63.2439	-13.9658	0	20.2727
cav1m17_AQ4-ZINC000001576943-0.pdb	-89.5472	-86.0472	-3.5	0	19.8214
cav1m17_AQ4-ZINC000001576944-0.pdb	-85.7539	-85.7539	0	0	19.8519
cav1m17_AQ4-ZINC000001581350-0.pdb	-74.0898	-64.4117	-9.67817	0	20.55
cav1m17_AQ4-ZINC000001584923-0.pdb	-97.7516	-97.7516	0	0	21.6667
cav1m17_AQ4-ZINC000001672337-0.pdb	-85.1378	-78.169	-6.96873	0	20.625
cav1m17_AQ4-ZINC000001718464-0.pdb	-84.2243	-70.3145	-13.9098	0	25.0526
cav1m17_AQ4-ZINC000001718465-0.pdb	-79.331	-66.1557	-13.1753	0	23.7895
cav1m17_AQ4-ZINC000001718487-0.pdb	-86.2056	-80.716	-5.48966	0	21.6
cav1m17_AQ4-ZINC000001773015-0.pdb	-99.3707	-94.8257	-4.54498	0	22.4643
cav1m17_AQ4-ZINC000001831844-0.pdb	-87.1028	-77.6238	-9.47896	0	20.36
cav1m17_AQ4-ZINC000001845560-0.pdb	-76.9619	-69.9648	-6.99704	0	21.1
cav1m17_AQ4-ZINC000002079778-0.pdb	-93.8656	-92.1467	-1.71886	0	21.8438
cav1m17_AQ4-ZINC000002081258-0.pdb	-92.9656	-90.3588	-2.60675	0	17.6452
cav1m17_AQ4-ZINC000002081490-0.pdb	-101.807	-96.9127	-4.89394	0	20.9286
cav1m17_AQ4-ZINC000002081506-0.pdb	-90.032	-90.032	0	0	20.1
cav1m17_AQ4-ZINC000002081549-0.pdb	-93.049	-93.049	0	0	21.069
cav1m17_AQ4-ZINC000002081697-0.pdb	-90.0455	-87.5455	-2.5	0	19.4483
cav1m17_AQ4-ZINC000002081757-0.pdb	-89.5053	-83.8656	-5.63967	0	20.7931
cav1m17_AQ4-ZINC000002084508-0.pdb	-87.325	-84.1402	-3.18486	0	19.6897
cav1m17_AQ4-ZINC000002086044-0.pdb	-87.2901	-80.3883	-6.90186	0	18
cav1m17_AQ4-ZINC000002106201-0.pdb	-94.4731	-90.7506	-3.72249	0	17.6176
cav1m17_AQ4-ZINC000002107769-0.pdb	-96.5429	-90.2286	-6.31421	0	17.4118
cav1m17_AQ4-ZINC000002107792-0.pdb	-97.0543	-85.2396	-11.8147	0	19.3143
cav1m17_AQ4-ZINC000002107799-0.pdb	-97.4784	-95.6198	-1.85853	0	19.9429
cav1m17_AQ4-ZINC000002107802-0.pdb	-87.0234	-87.0234	0	0	21.5
cav1m17_AQ4-ZINC000002107808-0.pdb	-98.234	-94.734	-3.5	0	18.5588
cav1m17_AQ4-ZINC000002107812-0.pdb	-99.9548	-92.9888	-6.96603	0	16.9706
cav1m17_AQ4-ZINC000002107819-0.pdb	-106.542	-96.6665	-9.87532	0	17.9444
cav1m17_AQ4-ZINC000002107823-0.pdb	-100.42	-96.9197	-3.5	0	18.4706
cav1m17_AQ4-ZINC000002107831-0.pdb	-100.631	-97.1312	-3.5	0	16.85
cav1m17_AQ4-ZINC000002107845-0.pdb	-105.122	-92.6794	-12.4427	0	18.8571
cav1m17_AQ4-ZINC000002107848-0.pdb	-97.6387	-94.1387	-3.5	0	18.2059
cav1m17_AQ4-ZINC000002108009-0.pdb	-97.1298	-83.9033	-13.2265	0	17.7222
cav1m17_AQ4-ZINC000002108762-0.pdb	-104.443	-97.4426	-7	0	15.881
cav1m17_AQ4-ZINC000002108932-0.pdb	-102.417	-95.4173	-7	0	17.4
cav1m17_AQ4-ZINC000002115031-0.pdb	-90.7546	-90.7546	0	0	18.5152
cav1m17_AQ4-ZINC000002198444-0.pdb	-91.7535	-77.2095	-14.544	0	18.963
cav1m17_AQ4-ZINC000002205320-0.pdb	-95.7133	-86.8605	-8.8528	0	20.3462
cav1m17_AQ4-ZINC000002266749-0.pdb	-92.9821	-89.6332	-3.34898	0	20.8462
cav1m17_AQ4-ZINC000002267140-0.pdb	-88.7558	-78.9764	-9.77944	0	20.2593
cav1m17_AQ4-ZINC000002268205-0.pdb	-86.5441	-83.2701	-3.27398	0	20.1154
cav1m17_AQ4-ZINC000002270123-0.pdb	-89.0422	-83.0567	-5.98545	0	19.2963
cav1m17_AQ4-ZINC000002334039-0.pdb	-95.01	-82.8938	-12.1162	0	20.8889
cav1m17_AQ4-ZINC000002341883-0.pdb	-87.1042	-78.6458	-8.45845	0	18.7143
cav1m17_AQ4-ZINC000002365648-0.pdb	-82.1989	-70.3486	-11.8503	0	27.8421
cav1m17_AQ4-ZINC000002571037-0.pdb	-86.224	-65.4674	-20.7566	0	25.8235
cav1m17_AQ4-ZINC000002634582-0.pdb	-77.394	-73.894	-3.5	0	17.48
cav1m17_AQ4-ZINC000002637436-0.pdb	-84.8973	-57.7381	-27.1592	0	17.3333
cav1m17_AQ4-ZINC000002653597-0.pdb	-86.981	-83.9895	-2.99151	0	23.875
cav1m17_AQ4-ZINC000002715176-0.pdb	-100.318	-92.6976	-7.62078	0	20.0625
cav1m17_AQ4-ZINC000002719599-0.pdb	-79.2794	-61.9251	-17.3543	0	25.5
cav1m17_AQ4-ZINC000002726142-0.pdb	-105.441	-102.941	-2.5	0	19.9688
cav1m17_AQ4-ZINC000002729660-0.pdb	-93.7221	-91.4847	-2.23735	0	20.6897
cav1m17_AQ4-ZINC000002738338-0.pdb	-92.7466	-90.5766	-2.16999	0	20.5862
cav1m17_AQ4-ZINC000002741683-0.pdb	-101.653	-99.6633	-1.98992	0	20.7667
cav1m17_AQ4-ZINC000002746871-0.pdb	-88.6456	-82.6845	-5.96107	0	23.2083
cav1m17_AQ4-ZINC000002753343-0.pdb	-94.5842	-87.6222	-6.96198	0	17.125
cav1m17_AQ4-ZINC000002766008-0.pdb	-87.1718	-84.6136	-2.55815	0	17.7576
cav1m17_AQ4-ZINC000002768244-0.pdb	-83.0096	-80.4776	-2.53195	0	15.6667
cav1m17_AQ4-ZINC000002769570-0.pdb	-92.2932	-88.7932	-3.5	0	22.76
cav1m17_AQ4-ZINC000002769897-0.pdb	-94.3019	-87.3934	-6.90843	0	16.6061
cav1m17_AQ4-ZINC000002769918-0.pdb	-94.9745	-84.4745	-10.5	0	18.6364
cav1m17_AQ4-ZINC000002769946-0.pdb	-86.1209	-78.3204	-7.80043	0	20.7037
cav1m17_AQ4-ZINC000002770025-0.pdb	-94.6659	-89.55	-5.11595	0	17.3824
cav1m17_AQ4-ZINC000002770098-0.pdb	-76.3335	-68.2225	-8.11096	0	20.3103
cav1m17_AQ4-ZINC000002770171-0.pdb	-90.9196	-80.9591	-9.96041	0	21.2963
cav1m17_AQ4-ZINC000002770178-0.pdb	-101.456	-95.0751	-6.38052	0	18
cav1m17_AQ4-ZINC000002770288-0.pdb	-74.6534	-71.4837	-3.16972	0	18.5185
cav1m17_AQ4-ZINC000002770309-0.pdb	-95.2761	-89.9403	-5.33578	0	17.1818
cav1m17_AQ4-ZINC000002770361-0.pdb	-101.486	-99.9761	-1.50981	0	23.4483
cav1m17_AQ4-ZINC000002770408-0.pdb	-95.4661	-88.4661	-7	0	15.6944
cav1m17_AQ4-ZINC000002770463-0.pdb	-81.2262	-77.4426	-3.78358	0	20.6429
cav1m17_AQ4-ZINC000002770543-0.pdb	-102.506	-92.0124	-10.4937	0	19.1818
cav1m17_AQ4-ZINC000002773581-0.pdb	-97.7972	-95.3322	-2.46504	0	19.4667
cav1m17_AQ4-ZINC000002776709-0.pdb	-72.0334	-70.3747	-1.65875	0	21.0952
cav1m17_AQ4-ZINC000002776835-0.pdb	-68.606	-65.106	-3.5	0	20.5652
cav1m17_AQ4-ZINC000002777565-0.pdb	-79.7617	-76.2617	-3.5	0	22.6364
cav1m17_AQ4-ZINC000002778700-0.pdb	-98.2966	-77.4681	-20.8285	0	17.3226
cav1m17_AQ4-ZINC000002778872-0.pdb	-87.834	-84.428	-3.40603	0	22.0833
cav1m17_AQ4-ZINC000002778938-0.pdb	-95.882	-77.0648	-18.8172	0	20.8519
cav1m17_AQ4-ZINC000002779157-0.pdb	-87.9449	-84.4449	-3.5	0	22.1667
cav1m17_AQ4-ZINC000002779181-0.pdb	-86.9492	-78.8591	-8.09009	0	21.68
cav1m17_AQ4-ZINC000002779273-0.pdb	-91.8988	-74.5323	-17.3664	0	17.8276
cav1m17_AQ4-ZINC000002780272-0.pdb	-84.35	-66.4328	-17.9172	0	17.8333
cav1m17_AQ4-ZINC000002780757-0.pdb	-108.607	-96.26	-12.3465	0	19.9118
cav1m17_AQ4-ZINC000002781306-0.pdb	-101.48	-89.3738	-12.1064	0	20
cav1m17_AQ4-ZINC000002781338-0.pdb	-85.4271	-62.9931	-22.434	0	15.7407
cav1m17_AQ4-ZINC000002782484-0.pdb	-105.132	-90.0693	-15.0628	0	20.8333
cav1m17_AQ4-ZINC000002792603-0.pdb	-75.1356	-68.1356	-7	0	19.7917
cav1m17_AQ4-ZINC000002792619-0.pdb	-89.0014	-79.0894	-9.91193	0	18.963
cav1m17_AQ4-ZINC000002793518-0.pdb	-97.0913	-87.2433	-9.84803	0	15.8529
cav1m17_AQ4-ZINC000002794069-0.pdb	-85.1089	-74.6138	-10.4951	0	17.5517
cav1m17_AQ4-ZINC000002794176-0.pdb	-74.2365	-67.2365	-7	0	17.2414
cav1m17_AQ4-ZINC000002797736-0.pdb	-101.615	-78.098	-22.1509	-1.36582	19.2069
cav1m17_AQ4-ZINC000002806427-0.pdb	-79.459	-68.4803	-13.4156	2.43685	20.2857
cav1m17_AQ4-ZINC000002835344-0.pdb	-84.2319	-74.6408	-9.59112	0	18.1154
cav1m17_AQ4-ZINC000002867502-0.pdb	-99.3842	-97.97	-1.41422	0	20.5
cav1m17_AQ4-ZINC000002867752-0.pdb	-96.5684	-93.0684	-3.5	0	20.6897
cav1m17_AQ4-ZINC000002868164-0.pdb	-97.1971	-95.6701	-1.52695	0	20.5161
cav1m17_AQ4-ZINC000002870392-0.pdb	-82.5057	-73.4493	-9.05641	0	23.5
cav1m17_AQ4-ZINC000002873916-0.pdb	-91.4173	-91.4173	0	0	18.625
cav1m17_AQ4-ZINC000002875763-0.pdb	-104.495	-99.0956	-5.39962	0	20.2424
cav1m17_AQ4-ZINC000002884963-0.pdb	-93.4698	-89.1193	-4.35049	0	18.8387
cav1m17_AQ4-ZINC000002922066-0.pdb	-85.844	-83.0906	-2.75339	0	20.6296
cav1m17_AQ4-ZINC000003143152-0.pdb	-108.005	-100.46	-7.54465	0	16.5789
cav1m17_AQ4-ZINC000003175382-0.pdb	-75.7541	-63.7452	-12.0089	0	20
cav1m17_AQ4-ZINC000003207476-0.pdb	-94.9882	-92.2985	-2.68965	0	17.5
cav1m17_AQ4-ZINC000003212184-0.pdb	-94.3718	-87.7712	-6.60062	0	18.303
cav1m17_AQ4-ZINC000003221435-0.pdb	-92.2667	-72.7197	-19.5469	0	19.2143
cav1m17_AQ4-ZINC000003229865-0.pdb	-97.108	-94.7874	-2.32065	0	20.1875
cav1m17_AQ4-ZINC000003235486-0.pdb	-91.7364	-90.0489	-1.68756	0	18.5625
cav1m17_AQ4-ZINC000003235923-0.pdb	-72.6454	-65.6454	-7	0	19.7273
cav1m17_AQ4-ZINC000003235925-0.pdb	-79.4956	-76.9956	-2.5	0	23.3
cav1m17_AQ4-ZINC000003236396-0.pdb	-76.1633	-76.1633	0	0	18.9615
cav1m17_AQ4-ZINC000003266941-0.pdb	-78.975	-78.975	0	0	24.0455
cav1m17_AQ4-ZINC000003283821-0.pdb	-89.6114	-83.0682	-6.54321	0	26.6818
cav1m17_AQ4-ZINC000003284171-0.pdb	-71.3955	-63.4942	-7.9013	0	27.3333
cav1m17_AQ4-ZINC000003288819-0.pdb	-76.6207	-76.4313	-0.189454	0	21.0417
cav1m17_AQ4-ZINC000003304465-0.pdb	-72.1419	-65.1419	-7	0	21
cav1m17_AQ4-ZINC000003304466-0.pdb	-76.4168	-69.4168	-7	0	23.1905
cav1m17_AQ4-ZINC000003313078-0.pdb	-101.174	-97.7429	-3.4309	0	19.1176
cav1m17_AQ4-ZINC000003337710-0.pdb	-92.2156	-88.7156	-3.5	0	18.2333
cav1m17_AQ4-ZINC000003418600-0.pdb	-71.4529	-64.4529	-7	0	19.45
cav1m17_AQ4-ZINC000003418766-0.pdb	-71.4887	-61.9997	-9.489	0	23.9375
cav1m17_AQ4-ZINC000003604829-0.pdb	-91.8127	-78.9871	-12.8257	0	25.2273
cav1m17_AQ4-ZINC00003661909-0.pdb	-102.531	-91.345	-11.1857	0	23
cav1m17_AQ4-ZINC000003896528-0.pdb	-87.8587	-82.1112	-5.74745	0	21.4444
cav1m17_AQ4-ZINC000003896529-0.pdb	-81.5461	-74.4667	-7.07942	0	20.2083
cav1m17_AQ4-ZINC000003896532-0.pdb	-90.1349	-84.9613	-5.17362	0	23.2174
cav1m17_AQ4-ZINC000003896533-0.pdb	-85.8252	-82.3252	-3.5	0	21.5
cav1m17_AQ4-ZINC000003896540-0.pdb	-87.569	-78.4691	-9.0999	0	20.8
cav1m17_AQ4-ZINC000003896546-0.pdb	-91.6528	-84.8215	-6.83125	0	18.8571
cav1m17_AQ4-ZINC000003896547-0.pdb	-89.2383	-81.7193	-7.51901	0	20.3333
cav1m17_AQ4-ZINC000003896548-0.pdb	-88.8103	-78.4273	-10.383	0	20.5385
cav1m17_AQ4-ZINC000003896549-0.pdb	-82.4069	-70.4369	-11.97	0	20.1923
cav1m17_AQ4-ZINC000003896551-0.pdb	-88.4091	-81.8307	-6.57841	0	21.12
cav1m17_AQ4-ZINC000003896552-0.pdb	-80.4647	-74.9527	-5.51207	0	18.1154
cav1m17_AQ4-ZINC000003906478-0.pdb	-82.5982	-81.9843	-0.613907	0	20.8333
cav1m17_AQ4-ZINC000003953646-0.pdb	-76.7247	-71.0057	-5.71904	0	21.6667
cav1m17_AQ4-ZINC000004141725-0.pdb	-92.4659	-89.191	-3.27487	0	21.2857
cav1m17_AQ4-ZINC000004179533-0.pdb	-91.2717	-53.1371	-38.1346	0	23
cav1m17_AQ4-ZINC000004322993-0.pdb	-82.3972	-78.8972	-3.5	0	19.92
cav1m17_AQ4-ZINC000004331358-0.pdb	-82.1747	-75.1747	-7	0	24.35
cav1m17_AQ4-ZINC000004354744-0.pdb	-79.821	-69.321	-10.5	0	22.1905
cav1m17_AQ4-ZINC000004354749-0.pdb	-83.4215	-77.6649	-5.75662	0	25.1429
cav1m17_AQ4-ZINC000004354764-0.pdb	-81.7562	-76.2589	-5.4973	0	21.3043
cav1m17_AQ4-ZINC000004354768-0.pdb	-76.1184	-67.1374	-8.98099	0	20
cav1m17_AQ4-ZINC000004354773-0.pdb	-77.0221	-68.4146	-8.60746	0	18.8696
cav1m17_AQ4-ZINC000004385772-0.pdb	-80.8462	-67.2004	-13.6458	0	21.5217
cav1m17_AQ4-ZINC000004475702-0.pdb	-78.7343	-62.5303	-16.204	0	23.5263
cav1m17_AQ4-ZINC000004487022-0.pdb	-79.2876	-61.8128	-17.4748	0	22.8947
cav1m17_AQ4-ZINC000004597412-0.pdb	-96.9634	-96.9634	0	0	19.9333
cav1m17_AQ4-ZINC000004674086-0.pdb	-96.8473	-84.5259	-12.3213	0	20.2222
cav1m17_AQ4-ZINC000004733442-0.pdb	-93.1355	-81.1601	-11.9754	0	20.3462
cav1m17_AQ4-ZINC000004733454-0.pdb	-80.765	-77.265	-3.5	0	21.3333
cav1m17_AQ4-ZINC000004733461-0.pdb	-88.6576	-79.3036	-9.35406	0	20.4615
cav1m17_AQ4-ZINC000004733464-0.pdb	-87.6361	-76.4624	-11.1737	0	23.1923
cav1m17_AQ4-ZINC000004733469-0.pdb	-95.9161	-95.9161	0	0	22.2222
cav1m17_AQ4-ZINC000004733472-0.pdb	-86.3822	-74.3822	-12	0	18.5385
cav1m17_AQ4-ZINC000004733473-0.pdb	-87.789	-73.8964	-13.8926	0	22
cav1m17_AQ4-ZINC000004733480-0.pdb	-93.0362	-77.958	-15.0782	0	23.1935
cav1m17_AQ4-ZINC000004733486-0.pdb	-100.083	-90.2933	-9.79006	0	20.6786
cav1m17_AQ4-ZINC000004734117-0.pdb	-88.0195	-77.9251	-10.0944	0	19.3077
cav1m17_AQ4-ZINC000004734159-0.pdb	-99.099	-85.5217	-13.5773	0	23.6786
cav1m17_AQ4-ZINC000004734185-0.pdb	-104.268	-85.0565	-19.2117	0	23.1111
cav1m17_AQ4-ZINC000004735147-0.pdb	-91.1278	-74.6008	-16.5269	0	18.5556
cav1m17_AQ4-ZINC000004753318-0.pdb	-80.4292	-59.9604	-20.4689	0	24.2105
cav1m17_AQ4-ZINC000004817084-0.pdb	-100.958	-91.6361	-9.32148	0	20.1429
cav1m17_AQ4-ZINC000004834924-0.pdb	-84.0049	-69.6341	-14.3708	0	17.68
cav1m17_AQ4-ZINC000004894788-0.pdb	-73.8516	-67.3299	-6.52179	0	20.5238
cav1m17_AQ4-ZINC000004898011-0.pdb	-80.864	-67.5174	-13.3466	0	25.2105
cav1m17_AQ4-ZINC000004898929-0.pdb	-97.807	-78.5004	-19.3067	0	18.5172
cav1m17_AQ4-ZINC000004923146-0.pdb	-76.6176	-64.4064	-12.2112	0	24.2105
cav1m17_AQ4-ZINC000004953890-0.pdb	-98.6443	-86.1406	-12.5037	0	18.3
cav1m17_AQ4-ZINC000004959730-0.pdb	-77.2677	-73.7677	-3.5	0	21.5
cav1m17_AQ4-ZINC000004968522-0.pdb	-83.6149	-67.4664	-16.1486	0	20.5417
cav1m17_AQ4-ZINC000004982921-0.pdb	-81.2789	-59.0385	-22.2404	0	25.5238
cav1m17_AQ4-ZINC000004983231-0.pdb	-89.6036	-86.1036	-3.5	0	21.7692
cav1m17_AQ4-ZINC000004985343-0.pdb	-80.5815	-68.0101	-12.5714	0	21.15
cav1m17_AQ4-ZINC000004985507-0.pdb	-92.13	-81.63	-10.5	0	18
cav1m17_AQ4-ZINC000005024746-0.pdb	-83.1514	-77.2259	-5.92557	0	20.8696
cav1m17_AQ4-ZINC000005029841-0.pdb	-98.5927	-83.6785	-14.9141	0	20.1786
cav1m17_AQ4-ZINC000005054644-0.pdb	-97.5022	-87.0329	-10.4693	0	18.4828
cav1m17_AQ4-ZINC000005065854-0.pdb	-99.5209	-77.5608	-21.9601	0	18.6207
cav1m17_AQ4-ZINC000005240560-0.pdb	-91.7683	-84.9477	-6.82065	0	23.375
cav1m17_AQ4-ZINC000005246641-0.pdb	-92.7976	-82.5242	-10.2734	0	20.3846
cav1m17_AQ4-ZINC000005250586-0.pdb	-86.0075	-65.7759	-20.2316	0	21.2
cav1m17_AQ4-ZINC000005264388-0.pdb	-84.0301	-80.5301	-3.5	0	19.6538
cav1m17_AQ4-ZINC000005264394-0.pdb	-86.1349	-83.0159	-3.11901	0	20.1852
cav1m17_AQ4-ZINC000005269948-0.pdb	-82.0781	-75.0781	-7	0	19.48
cav1m17_AQ4-ZINC000005269964-0.pdb	-92.2315	-76.944	-15.2875	0	19.3462
cav1m17_AQ4-ZINC000005313843-0.pdb	-90.6181	-76.4037	-14.2144	0	20.52
cav1m17_AQ4-ZINC000005333607-0.pdb	-106.981	-101.54	-5.44116	0	21.129
cav1m17_AQ4-ZINC000005345177-0.pdb	-83.6362	-77.6689	-5.96733	0	22
cav1m17_AQ4-ZINC000005345595-0.pdb	-75.617	-61.9667	-13.6504	0	22.0556
cav1m17_AQ4-ZINC000005345853-0.pdb	-91.0389	-80.7523	-10.2867	0	20.24
cav1m17_AQ4-ZINC000005346385-0.pdb	-100.993	-80.6277	-20.3651	0	24.7917
cav1m17_AQ4-ZINC000005347491-0.pdb	-93.8205	-79.6281	-14.1924	0	22.0385
cav1m17_AQ4-ZINC000005351315-0.pdb	-110.272	-106.772	-3.5	0	19.8485
cav1m17_AQ4-ZINC000005453710-0.pdb	-92.2204	-92.2204	0	0	22.8966
cav1m17_AQ4-ZINC000005455744-0.pdb	-101.276	-79.2487	-22.0272	0	24.6154
cav1m17_AQ4-ZINC000005511117-0.pdb	-86.2826	-80.2826	-6	0	22.3913
cav1m17_AQ4-ZINC000005579639-0.pdb	-73.5543	-67.2982	-6.2561	0	23.9
cav1m17_AQ4-ZINC000005579640-0.pdb	-85.8192	-76.317	-9.50228	0	21.36
cav1m17_AQ4-ZINC000005687637-0.pdb	-79.3036	-72.3036	-7	0	26.8889
cav1m17_AQ4-ZINC000005687641-0.pdb	-73.5642	-73.5642	0	0	24.7895
cav1m17_AQ4-ZINC000005937555-0.pdb	-71.3547	-64.432	-6.92269	0	22.5263
cav1m17_AQ4-ZINC000005938726-0.pdb	-74.1046	-64.8875	-9.21708	0	19.2381
cav1m17_AQ4-ZINC000006462292-0.pdb	-106.253	-87.3214	-18.8023	-0.128734	20.1613
cav1m17_AQ4-ZINC000006462304-0.pdb	-103.539	-79.948	-22.5049	-1.08614	18.6774
cav1m17_AQ4-ZINC000006462305-0.pdb	-108.939	-82.7444	-24.9743	-1.22001	19.4839
cav1m17_AQ4-ZINC000006507554-0.pdb	-98.2856	-88.016	-10.2697	0	19.8519
cav1m17_AQ4-ZINC000006530316-0.pdb	-80.5866	-74.6233	-5.9633	0	20.625
cav1m17_AQ4-ZINC000006566264-0.pdb	-81.1655	-74.8732	-6.29226	0	20.5833
cav1m17_AQ4-ZINC000006616386-0.pdb	-76.4708	-68.0204	-8.45035	0	23.8947
cav1m17_AQ4-ZINC000006660523-0.pdb	-90.0577	-74.8181	-15.2396	0	21.2917
cav1m17_AQ4-ZINC000006732876-0.pdb	-90.8857	-84.8617	-6.02399	0	19.25
cav1m17_AQ4-ZINC000006791296-0.pdb	-103.387	-79.095	-24.292	0	21.037
cav1m17_AQ4-ZINC000006804970-0.pdb	-99.0353	-81.3191	-17.7162	0	22.9
cav1m17_AQ4-ZINC000006804975-0.pdb	-96.344	-82.8835	-13.4605	0	19.2069
cav1m17_AQ4-ZINC000006804976-0.pdb	-99.8367	-85.9415	-13.8953	0	19.1
cav1m17_AQ4-ZINC000006829151-0.pdb	-75.4195	-70.0272	-5.3923	0	22.1739
cav1m17_AQ4-ZINC000006897271-0.pdb	-96.7067	-90.3679	-6.33879	0	19.8929
cav1m17_AQ4-ZINC000007004107-0.pdb	-93.6284	-92.739	-0.889434	0	20.4667
cav1m17_AQ4-ZINC000007060152-0.pdb	-89.1941	-83.3474	-5.84674	0	19.2667
cav1m17_AQ4-ZINC000007337594-0.pdb	-82.3986	-70.3248	-12.0738	0	19
cav1m17_AQ4-ZINC000007337618-0.pdb	-80.6036	-77.1036	-3.5	0	20.5652
cav1m17_AQ4-ZINC000007337621-0.pdb	-89.2051	-82.2051	-7	0	23.3478
cav1m17_AQ4-ZINC000007337626-0.pdb	-90.4296	-82.6828	-7.74679	0	21.5
cav1m17_AQ4-ZINC000007498955-0.pdb	-86.3955	-74.4572	-11.9383	0	19.8
cav1m17_AQ4-ZINC000007738604-0.pdb	-95.6855	-86.7401	-8.94533	0	24.25
cav1m17_AQ4-ZINC000007813586-0.pdb	-81.5972	-72.3305	-9.26664	0	20
cav1m17_AQ4-ZINC000007814651-0.pdb	-75.4252	-66.5613	-8.86386	0	21.9444
cav1m17_AQ4-ZINC000007983234-0.pdb	-85.1736	-74.301	-10.8725	0	25.0952
cav1m17_AQ4-ZINC000007987307-0.pdb	-88.4699	-77.1818	-11.2881	0	19.8846
cav1m17_AQ4-ZINC000008149271-0.pdb	-79.6924	-70.6179	-9.07452	0	26.85
cav1m17_AQ4-ZINC000008231140-0.pdb	-87.8733	-77.3733	-10.5	0	18.9231
cav1m17_AQ4-ZINC000008315873-0.pdb	-74.4718	-65.2506	-9.22121	0	24
cav1m17_AQ4-ZINC000008327509-0.pdb	-95.8984	-87.634	-8.2644	0	20.4
