Compound	Energy	VDW	HBond	Elec	
cav4mxo_DB8-ZINC36895507-0.pdb	-70.1077	-57.6973	-12.4104	0	
cav4mxo_DB8-ZINC36895509-0.pdb	-69.2142	-62.2142	-7	0	
cav4mxo_DB8-ZINC36900702-0.pdb	-86.6401	-72.5159	-14.6901	0.565925	
cav4mxo_DB8-ZINC36901716-0.pdb	-78.8392	-64.8392	-14	0	
cav4mxo_DB8-ZINC37020240-0.pdb	-63.4212	-59.9212	-3.5	0	
cav4mxo_DB8-ZINC37055910-0.pdb	-74.9375	-67.9375	-7	0	
cav4mxo_DB8-ZINC37161919-0.pdb	-84.1956	-68.801	-15.3946	0	
cav4mxo_DB8-ZINC37199398-0.pdb	-77.9129	-61.505	-16.4079	0	
cav4mxo_DB8-ZINC37279999-0.pdb	-76.679	-73.179	-3.5	0	
cav4mxo_DB8-ZINC37284086-0.pdb	-62.8328	-62.8328	0	0	
cav4mxo_DB8-ZINC37300344-0.pdb	-75.5428	-65.0657	-10.4771	0	
cav4mxo_DB8-ZINC37338071-0.pdb	-68.2761	-48.8076	-19.4685	0	
cav4mxo_DB8-ZINC37433302-0.pdb	-73.1523	-45.3152	-26.4062	-1.43088	
cav4mxo_DB8-ZINC37452590-0.pdb	-83.4088	-67.0581	-17.201	0.85033	
cav4mxo_DB8-ZINC37457978-0.pdb	-78.7096	-62.2096	-16.5	0	
cav4mxo_DB8-ZINC37475089-0.pdb	-69.2644	-58.6499	-10.6145	0	
cav4mxo_DB8-ZINC37561038-0.pdb	-78.6885	-63.2821	-15.4064	0	
cav4mxo_DB8-ZINC37571140-0.pdb	-72.2016	-69.2122	-2.98936	0	
cav4mxo_DB8-ZINC37591775-0.pdb	-60.848	-55.4426	-5.74487	0.33951	
cav4mxo_DB8-ZINC37626072-0.pdb	-73.6077	-64.1511	-9.45656	0	
cav4mxo_DB8-ZINC37643149-0.pdb	-68.6411	-61.6411	-7	0	
cav4mxo_DB8-ZINC37687863-0.pdb	-58.7735	-49.2735	-9.5	0	
cav4mxo_DB8-ZINC37725477-0.pdb	-75.7839	-72.2839	-3.5	0	
cav4mxo_DB8-ZINC37725479-0.pdb	-70.7919	-70.7919	0	0	
cav4mxo_DB8-ZINC37725532-0.pdb	-71.5541	-71.5541	0	0	
cav4mxo_DB8-ZINC37731875-0.pdb	-90.1562	-68.3572	-23.4753	1.67629	
cav4mxo_DB8-ZINC37906266-0.pdb	-79.1985	-69.9867	-9.21184	0	
cav4mxo_DB8-ZINC37928736-0.pdb	-78.4323	-69.1282	-9.30409	0	
cav4mxo_DB8-ZINC37931015-0.pdb	-70.8587	-64.3162	-8.13822	1.59572	
cav4mxo_DB8-ZINC37931017-0.pdb	-70.8638	-57.8809	-12.9829	0	
cav4mxo_DB8-ZINC37969081-0.pdb	-75.0331	-61.0558	-13.9773	0	
cav4mxo_DB8-ZINC37993657-0.pdb	-75.4085	-62.0215	-15.0093	1.62233	
cav4mxo_DB8-ZINC38003267-0.pdb	-76.8903	-60.3903	-16.5	0	
cav4mxo_DB8-ZINC38052301-0.pdb	-77.8802	-67.3802	-10.5	0	
cav4mxo_DB8-ZINC38546596-0.pdb	-104.891	-98.8915	-6	0	
cav4mxo_DB8-ZINC38596688-0.pdb	-96.9596	-89.2415	-7.71805	0	
cav4mxo_DB8-ZINC38630811-0.pdb	-83.8655	-80.7858	-3.07973	0	
cav4mxo_DB8-ZINC38630812-0.pdb	-86.6247	-64.5351	-20.7605	-1.32907	
cav4mxo_DB8-ZINC38660661-0.pdb	-96.1285	-79.7119	-16.4166	0	
cav4mxo_DB8-ZINC38687763-0.pdb	-94.1635	-77.0616	-17.1019	0	
cav4mxo_DB8-ZINC38701805-0.pdb	-97.2485	-85.7045	-11.544	0	
cav4mxo_DB8-ZINC38732094-0.pdb	-91.5208	-81.1659	-10.3549	0	
cav4mxo_DB8-ZINC38776536-0.pdb	-108.653	-97.2515	-11.4014	0	
cav4mxo_DB8-ZINC38779523-0.pdb	-91.3163	-87.8163	-3.5	0	
cav4mxo_DB8-ZINC38872589-0.pdb	-101.578	-96.7714	-4.80621	0	
cav4mxo_DB8-ZINC38893857-0.pdb	-89.2709	-79.3555	-9.91537	0	
cav4mxo_DB8-ZINC38903672-0.pdb	-108.902	-101.452	-7.4499	0	
cav4mxo_DB8-ZINC38965238-0.pdb	-82.7825	-80.3263	-2.45616	0	
cav4mxo_DB8-ZINC38965581-0.pdb	-89.7972	-59.7293	-30.0679	0	
cav4mxo_DB8-ZINC38965582-0.pdb	-79.1652	-64.9167	-14.2485	0	
cav4mxo_DB8-ZINC38966112-0.pdb	-92.9374	-92.9374	0	0	
cav4mxo_DB8-ZINC38966614-0.pdb	-77.5711	-75.0735	-2.4976	0	
cav4mxo_DB8-ZINC38970702-0.pdb	-96.7537	-92.096	-4.65769	0	
cav4mxo_DB8-ZINC38970831-0.pdb	-80.0765	-67.1148	-12.9617	0	
cav4mxo_DB8-ZINC38971365-0.pdb	-96.7751	-70.8914	-25.8837	0	
cav4mxo_DB8-ZINC38975778-0.pdb	-78.3851	-71.5076	-6.87746	0	
cav4mxo_DB8-ZINC38976586-0.pdb	-83.0714	-66.6564	-16.415	0	
cav4mxo_DB8-ZINC38980585-0.pdb	-84.0493	-68.9638	-15.0855	0	
cav4mxo_DB8-ZINC38984367-0.pdb	-95.7481	-76.1274	-19.6207	0	
cav4mxo_DB8-ZINC38985738-0.pdb	-96.2204	-86.7204	-9.5	0	
cav4mxo_DB8-ZINC39011801-0.pdb	-96.8994	-86.6804	-10.219	0	
cav4mxo_DB8-ZINC39015546-0.pdb	-80.3668	-60.8508	-19.516	0	
cav4mxo_DB8-ZINC39035205-0.pdb	-106.972	-92.7732	-14.1986	0	
cav4mxo_DB8-ZINC39084017-0.pdb	-64.6264	-42.8845	-22.4796	0.737725	
cav4mxo_DB8-ZINC39124240-0.pdb	-68.1849	-62.19	-5.99487	0	
cav4mxo_DB8-ZINC39205222-0.pdb	-90.238	-87.8957	-2.34227	0	
cav4mxo_DB8-ZINC39220777-0.pdb	-105.772	-94.6968	-11.0754	0	
cav4mxo_DB8-ZINC39237653-0.pdb	-93.6111	-81.7956	-11.8155	0	
cav4mxo_DB8-ZINC39301876-0.pdb	-93.3459	-86.8025	-6.5434	0	
cav4mxo_DB8-ZINC39315069-0.pdb	-92.8325	-85.8325	-7	0	
cav4mxo_DB8-ZINC39327267-0.pdb	-86.9575	-68.8375	-18.12	0	
cav4mxo_DB8-ZINC39328116-0.pdb	-91.6143	-75.2193	-16.395	0	
cav4mxo_DB8-ZINC39345400-0.pdb	-122.565	-92.7326	-29.8321	0	
cav4mxo_DB8-ZINC39352980-0.pdb	-95.694	-86.6579	-9.03608	0	
cav4mxo_DB8-ZINC39357177-0.pdb	-92.2816	-83.4253	-8.85635	0	
cav4mxo_DB8-ZINC39357181-0.pdb	-82.8917	-82.8917	0	0	
cav4mxo_DB8-ZINC39396518-0.pdb	-99.7201	-97.2529	-2.46721	0	
cav4mxo_DB8-ZINC39415639-0.pdb	-99.2595	-78.1842	-21.0753	0	
cav4mxo_DB8-ZINC39431812-0.pdb	-91.4974	-77.244	-14.2534	0	
cav4mxo_DB8-ZINC39432376-0.pdb	-96.4784	-71.0886	-25.3898	0	
cav4mxo_DB8-ZINC39436168-0.pdb	-105.694	-84.2777	-20.4094	-1.00651	
cav4mxo_DB8-ZINC39447453-0.pdb	-93.2543	-83.2568	-9.99751	0	
cav4mxo_DB8-ZINC39452984-0.pdb	-96.1187	-81.8563	-14.2624	0	
cav4mxo_DB8-ZINC39453220-0.pdb	-78.1585	-68.755	-9.40346	0	
cav4mxo_DB8-ZINC39454200-0.pdb	-81.5497	-74.6298	-6.9199	0	
cav4mxo_DB8-ZINC39456314-0.pdb	-99.8287	-84.6258	-15.2029	0	
cav4mxo_DB8-ZINC39459359-0.pdb	-94.6046	-88.6046	-6	0	
cav4mxo_DB8-ZINC39524153-0.pdb	-82.9215	-76.5945	-6.32704	0	
cav4mxo_DB8-ZINC39524885-0.pdb	-81.2104	-75.2104	-6	0	
cav4mxo_DB8-ZINC39530001-0.pdb	-109.557	-90.6088	-18.9478	0	
cav4mxo_DB8-ZINC39530003-0.pdb	-96.9432	-79.4595	-17.4837	0	
cav4mxo_DB8-ZINC39530505-0.pdb	-87.1639	-84.8282	-2.33569	0	
cav4mxo_DB8-ZINC39532700-0.pdb	-89.5908	-80.0908	-9.5	0	
cav4mxo_DB8-ZINC39533354-0.pdb	-85.1154	-81.8024	-3.31298	0	
cav4mxo_DB8-ZINC39533406-0.pdb	-86.3279	-76.0654	-10.2625	0	
cav4mxo_DB8-ZINC39533421-0.pdb	-69.4141	-59.9814	-9.43266	0	
cav4mxo_DB8-ZINC39534036-0.pdb	-114.49	-99.0188	-15.4715	0	
cav4mxo_DB8-ZINC39535971-0.pdb	-100.754	-94.6048	-6.14947	0	
cav4mxo_DB8-ZINC39544618-0.pdb	-83.2625	-74.9379	-8.32457	0	
cav4mxo_DB8-ZINC39545129-0.pdb	-100.658	-87.1605	-13.4975	0	
cav4mxo_DB8-ZINC39568616-0.pdb	-70.2447	-52.6937	-17.551	0	
cav4mxo_DB8-ZINC39568627-0.pdb	-74.6532	-63.3218	-11.3314	0	
cav4mxo_DB8-ZINC39595472-0.pdb	-79.3427	-79.3427	0	0	
cav4mxo_DB8-ZINC39595478-0.pdb	-82.471	-74.3156	-8.15541	0	
cav4mxo_DB8-ZINC39596471-0.pdb	-87.413	-81.413	-6	0	
cav4mxo_DB8-ZINC39596477-0.pdb	-81.8798	-74.5729	-7.30688	0	
cav4mxo_DB8-ZINC39596749-0.pdb	-77.8687	-72.3161	-5.5526	0	
cav4mxo_DB8-ZINC39597956-0.pdb	-112.099	-106.115	-5.98421	0	
cav4mxo_DB8-ZINC39601306-0.pdb	-88.4058	-84.5684	-3.83744	0	
cav4mxo_DB8-ZINC39632633-0.pdb	-90.3119	-80.8218	-9.49006	0	
cav4mxo_DB8-ZINC39660394-0.pdb	-86.8171	-79.2033	-7.61385	0	
cav4mxo_DB8-ZINC39666251-0.pdb	-93.6156	-89.1243	-4.49126	0	
cav4mxo_DB8-ZINC39673253-0.pdb	-75.1857	-70.7894	-4.39635	0	
cav4mxo_DB8-ZINC39673316-0.pdb	-72.3162	-63.0366	-9.27961	0	
cav4mxo_DB8-ZINC39676584-0.pdb	-98.0541	-88.5541	-9.5	0	
cav4mxo_DB8-ZINC39677659-0.pdb	-85.7434	-73.564	-12.1794	0	
cav4mxo_DB8-ZINC39678332-0.pdb	-96.0492	-90.925	-5.12416	0	
cav4mxo_DB8-ZINC39680407-0.pdb	-89.0618	-58.6115	-30.7395	0.289184	
cav4mxo_DB8-ZINC39684526-0.pdb	-91.064	-85.7254	-5.33864	0	
cav4mxo_DB8-ZINC39684563-0.pdb	-85.7367	-71.2367	-14.5	0	
cav4mxo_DB8-ZINC39684565-0.pdb	-81.7334	-78.2334	-3.5	0	
cav4mxo_DB8-ZINC39684678-0.pdb	-94.1707	-83.3815	-10.7892	0	
cav4mxo_DB8-ZINC39685226-0.pdb	-85.9987	-84.3631	-1.6356	0	
cav4mxo_DB8-ZINC39686718-0.pdb	-97.0656	-90.3683	-6.69733	0	
cav4mxo_DB8-ZINC39686720-0.pdb	-89.3855	-82.057	-7.32853	0	
cav4mxo_DB8-ZINC39686758-0.pdb	-86.9116	-85.5854	-1.32622	0	
cav4mxo_DB8-ZINC39690471-0.pdb	-108.125	-90.126	-17.9763	-0.0222228	
cav4mxo_DB8-ZINC39692312-0.pdb	-106.174	-93.9518	-12.2217	0	
cav4mxo_DB8-ZINC39694214-0.pdb	-100.24	-96.5834	-3.65611	0	
cav4mxo_DB8-ZINC39697620-0.pdb	-90.6656	-77.1198	-13.5458	0	
cav4mxo_DB8-ZINC39698236-0.pdb	-67.94	-47.7698	-20.1702	0	
cav4mxo_DB8-ZINC39703052-0.pdb	-88.844	-85.749	-3.09501	0	
cav4mxo_DB8-ZINC39709977-0.pdb	-97.1033	-93.6033	-3.5	0	
cav4mxo_DB8-ZINC39710210-0.pdb	-98.0768	-98.0768	0	0	
cav4mxo_DB8-ZINC39711172-0.pdb	-111.386	-105.331	-6.05548	0	
cav4mxo_DB8-ZINC39733504-0.pdb	-92.8669	-88.4575	-4.40941	0	
cav4mxo_DB8-ZINC39747206-0.pdb	-100.815	-86.8148	-14	0	
cav4mxo_DB8-ZINC39747216-0.pdb	-104.857	-88.3573	-16.5	0	
cav4mxo_DB8-ZINC39747221-0.pdb	-88.6202	-85.1202	-3.5	0	
cav4mxo_DB8-ZINC39747283-0.pdb	-101.077	-93.201	-7.87601	0	
cav4mxo_DB8-ZINC39795002-0.pdb	-97.2058	-84.0392	-13.1666	0	
cav4mxo_DB8-ZINC39843225-0.pdb	-87.8076	-71.88	-15.4499	-0.477676	
cav4mxo_DB8-ZINC39855037-0.pdb	-110.237	-70.7059	-39.5309	0	
cav4mxo_DB8-ZINC39855929-0.pdb	-94.9605	-66.0519	-24.3153	-4.59326	
cav4mxo_DB8-ZINC39855933-0.pdb	-96.6997	-78.5148	-15.1872	-2.9977	
cav4mxo_DB8-ZINC39855959-0.pdb	-82.8092	-68.8092	-14	0	
cav4mxo_DB8-ZINC39855966-0.pdb	-97.734	-79.8544	-17.6194	-0.260228	
cav4mxo_DB8-ZINC39926828-0.pdb	-91.6494	-84.6494	-7	0	
cav4mxo_DB8-ZINC39927244-0.pdb	-85.2918	-53.9146	-31.9617	0.584513	
cav4mxo_DB8-ZINC39931571-0.pdb	-92.9335	-79.321	-13.6125	0	
cav4mxo_DB8-ZINC39934818-0.pdb	-100.219	-92.5881	-7.63118	0	
cav4mxo_DB8-ZINC39939033-0.pdb	-92.6886	-75.1463	-17.5423	0	
cav4mxo_DB8-ZINC39939034-0.pdb	-101.419	-89.7488	-11.6702	0	
cav4mxo_DB8-ZINC39943289-0.pdb	-88.6075	-69.1358	-19.4717	0	
cav4mxo_DB8-ZINC39946478-0.pdb	-98.2472	-96.6008	-1.64636	0	
cav4mxo_DB8-ZINC39948157-0.pdb	-76.1878	-63.1423	-13.0455	0	
cav4mxo_DB8-ZINC39948413-0.pdb	-84.0713	-78.2457	-5.82565	0	
cav4mxo_DB8-ZINC39960639-0.pdb	-105.199	-92.7402	-13.4906	1.03151	
cav4mxo_DB8-ZINC39964806-0.pdb	-112.584	-105.615	-6.96897	0	
cav4mxo_DB8-ZINC39973238-0.pdb	-105.819	-71.1645	-33.5519	-1.10275	
cav4mxo_DB8-ZINC39991258-0.pdb	-94.1753	-81.1752	-13.0001	0	
cav4mxo_DB8-ZINC39992327-0.pdb	-88.5071	-70.6604	-17.8467	0	
cav4mxo_DB8-ZINC39992329-0.pdb	-96.6104	-82.9648	-13.6456	0	
cav4mxo_DB8-ZINC39992750-0.pdb	-85.9593	-75.2941	-10.6652	0	
cav4mxo_DB8-ZINC40008305-0.pdb	-108.453	-104.953	-3.5	0	
cav4mxo_DB8-ZINC40008952-0.pdb	-108.298	-97.6139	-10.6839	0	
cav4mxo_DB8-ZINC40014634-0.pdb	-104.387	-93.3551	-11.032	0	
cav4mxo_DB8-ZINC40014732-0.pdb	-115.657	-106.636	-9.02112	0	
cav4mxo_DB8-ZINC40018535-0.pdb	-90.5684	-87.0684	-3.5	0	
cav4mxo_DB8-ZINC40110752-0.pdb	-101.693	-68.0387	-33.6546	0	
cav4mxo_DB8-ZINC40111111-0.pdb	-101.458	-68.8898	-32.5682	0	
cav4mxo_DB8-ZINC40111113-0.pdb	-108.023	-88.6948	-19.3277	0	
cav4mxo_DB8-ZINC40262613-0.pdb	-60.6843	-51.6532	-9.03114	0	
cav4mxo_DB8-ZINC40269656-0.pdb	-69.744	-66.244	-3.5	0	
cav4mxo_DB8-ZINC40282756-0.pdb	-75.5425	-62.3995	-13.143	0	
cav4mxo_DB8-ZINC40321876-0.pdb	-90.0223	-77.2486	-12.7737	0	
cav4mxo_DB8-ZINC40322006-0.pdb	-84.9494	-82.6698	-2.27964	0	
cav4mxo_DB8-ZINC40385672-0.pdb	-85.3218	-75.5419	-9.77994	0	
cav4mxo_DB8-ZINC40388592-0.pdb	-82.2034	-68.3887	-13.8147	0	
cav4mxo_DB8-ZINC40388701-0.pdb	-85.6544	-75.1922	-10.4622	0	
cav4mxo_DB8-ZINC40388711-0.pdb	-85.7091	-77.6847	-8.02435	0	
cav4mxo_DB8-ZINC40390371-0.pdb	-84.1177	-62.4608	-21.6569	0	
cav4mxo_DB8-ZINC40433796-0.pdb	-99.4397	-82.1456	-17.2941	0	
cav4mxo_DB8-ZINC40447158-0.pdb	-69.9641	-60.4641	-9.5	0	
cav4mxo_DB8-ZINC40475528-0.pdb	-93.0663	-68.4833	-24.583	0	
cav4mxo_DB8-ZINC40557081-0.pdb	-64.0567	-56.5889	-7.46776	0	
cav4mxo_DB8-ZINC40571903-0.pdb	-70.6764	-61.6709	-9.00546	0	
cav4mxo_DB8-ZINC40582691-0.pdb	-73.7216	-60.7186	-13.003	0	
cav4mxo_DB8-ZINC40701786-0.pdb	-58.977	-51.989	-6.98797	0	
cav4mxo_DB8-ZINC40717638-0.pdb	-72.7776	-59.6245	-13.1531	0	
cav4mxo_DB8-ZINC40733421-0.pdb	-76.7661	-70.0294	-6.73674	0	
cav4mxo_DB8-ZINC40733454-0.pdb	-92.9224	-92.9224	0	0	
cav4mxo_DB8-ZINC40739283-0.pdb	-110.201	-94.0241	-16.1766	0	
cav4mxo_DB8-ZINC40760892-0.pdb	-81.3315	-70.9818	-10.3497	0	
cav4mxo_DB8-ZINC40779925-0.pdb	-86.8863	-66.103	-20.7833	0	
cav4mxo_DB8-ZINC40781110-0.pdb	-93.0122	-79.6122	-13.4	0	
cav4mxo_DB8-ZINC40795958-0.pdb	-79.341	-76.841	-2.5	0	
cav4mxo_DB8-ZINC40797933-0.pdb	-81.7658	-70.1671	-11.5987	0	
cav4mxo_DB8-ZINC40811324-0.pdb	-93.6512	-92.3752	-1.27601	0	
cav4mxo_DB8-ZINC40824742-0.pdb	-95.9794	-71.2099	-24.7695	0	
cav4mxo_DB8-ZINC40824913-0.pdb	-78.7394	-62.6967	-16.0427	0	
cav4mxo_DB8-ZINC40953728-0.pdb	-91.7797	-77.1825	-14.5972	0	
cav4mxo_DB8-ZINC40957217-0.pdb	-96.0993	-85.6879	-10.4114	0	
cav4mxo_DB8-ZINC40958702-0.pdb	-83.1717	-64.1195	-19.0522	0	
cav4mxo_DB8-ZINC41037869-0.pdb	-77.6626	-72.9716	-4.97731	0.286319	
cav4mxo_DB8-ZINC41048202-0.pdb	-72.0846	-60.0618	-13.963	1.94023	
cav4mxo_DB8-ZINC41049114-0.pdb	-73.5365	-56.4709	-19.2103	2.14472	
cav4mxo_DB8-ZINC41049123-0.pdb	-71.3183	-53.901	-17.4173	0	
cav4mxo_DB8-ZINC41058542-0.pdb	-80.1053	-62.6944	-17.4109	0	
cav4mxo_DB8-ZINC41248907-0.pdb	-64.7825	-54.6724	-10.1101	0	
cav4mxo_DB8-ZINC41290301-0.pdb	-107.308	-100.776	-6.53226	0	
cav4mxo_DB8-ZINC41583573-0.pdb	-61.24	-44.74	-16.5	0	
cav4mxo_DB8-ZINC41583972-0.pdb	-96.1916	-89.6963	-6.49531	0	
cav4mxo_DB8-ZINC41586159-0.pdb	-89.1192	-81.8547	-7.26455	0	
cav4mxo_DB8-ZINC41586188-0.pdb	-95.5714	-87.0813	-8.49009	0	
cav4mxo_DB8-ZINC41586515-0.pdb	-101.435	-95.3439	-6.09159	0	
cav4mxo_DB8-ZINC41628983-0.pdb	-74.6492	-57.8051	-16.8441	0	
cav4mxo_DB8-ZINC41629241-0.pdb	-70.3307	-51.7487	-18.582	0	
cav4mxo_DB8-ZINC42009823-0.pdb	-71.4871	-54.0722	-19.9317	2.51678	
cav4mxo_DB8-ZINC42350895-0.pdb	-69.7928	-63.7928	-6	0	
cav4mxo_DB8-ZINC42404026-0.pdb	-76.6285	-66.1285	-10.5	0	
cav4mxo_DB8-ZINC42406652-0.pdb	-74.7722	-59.5607	-15.2115	0	
cav4mxo_DB8-ZINC42524563-0.pdb	-69.9431	-56.9431	-13	0	
cav4mxo_DB8-ZINC42578234-0.pdb	-68.9597	-59.543	-9.41667	0	
cav4mxo_DB8-ZINC42699726-0.pdb	-83.5712	-69.3699	-14.2013	0	
cav4mxo_DB8-ZINC42800073-0.pdb	-87.2852	-74.509	-12.7762	0	
cav4mxo_DB8-ZINC42910679-0.pdb	-96.2497	-85.0373	-11.2124	0	
cav4mxo_DB8-ZINC43025225-0.pdb	-93.2627	-76.1833	-17.0794	0	
cav4mxo_DB8-ZINC43093468-0.pdb	-78.054	-71.1564	-6.89755	0	
cav4mxo_DB8-ZINC43262462-0.pdb	-79.1053	-75.4317	-3.6736	0	
cav4mxo_DB8-ZINC43262581-0.pdb	-79.1497	-63.006	-16.1437	0	
cav4mxo_DB8-ZINC43289274-0.pdb	-84.0217	-72.4596	-11.5621	0	
cav4mxo_DB8-ZINC43290582-0.pdb	-74.5467	-64.4161	-10.1306	0	
cav4mxo_DB8-ZINC43518054-0.pdb	-72.1228	-56.3685	-16.1746	0.420265	
cav4mxo_DB8-ZINC43548253-0.pdb	-84.7324	-82.4711	-2.26127	0	
cav4mxo_DB8-ZINC43554477-0.pdb	-92.2557	-78.1079	-14.1478	0	
cav4mxo_DB8-ZINC43668012-0.pdb	-67.7797	-60.8611	-6.91855	0	
cav4mxo_DB8-ZINC43668275-0.pdb	-76.0112	-69.9502	-6.06098	0	
cav4mxo_DB8-ZINC43735831-0.pdb	-87.6684	-79.6891	-7.97934	0	
cav4mxo_DB8-ZINC43742935-0.pdb	-75.1733	-64.1733	-11	0	
cav4mxo_DB8-ZINC43758386-0.pdb	-88.6732	-82.9008	-5.7724	0	
cav4mxo_DB8-ZINC43763967-0.pdb	-77.9834	-61.3724	-17.0161	0.405111	
cav4mxo_DB8-ZINC43769308-0.pdb	-60.732	-42.1617	-18.5703	0	
cav4mxo_DB8-ZINC43772806-0.pdb	-86.4742	-73.8953	-12.5789	0	
cav4mxo_DB8-ZINC43919365-0.pdb	-88.7232	-78.549	-10.1742	0	
cav4mxo_DB8-ZINC44028948-0.pdb	-89.6077	-77.9902	-11.6175	0	
cav4mxo_DB8-ZINC44028950-0.pdb	-81.6765	-70.4185	-11.258	0	
cav4mxo_DB8-ZINC44164118-0.pdb	-91.4266	-82.1425	-9.28415	0	
cav4mxo_DB8-ZINC44177545-0.pdb	-82.9567	-68.3311	-14.6256	0	
cav4mxo_DB8-ZINC44225173-0.pdb	-76.0512	-59.9401	-16.4993	0.388198	
cav4mxo_DB8-ZINC44263979-0.pdb	-74.2093	-63.9602	-10.2491	0	
cav4mxo_DB8-ZINC44321898-0.pdb	-99.6858	-79.5376	-18.4596	-1.68856	
cav4mxo_DB8-ZINC44335224-0.pdb	-70.6026	-59.0946	-11.508	0	
cav4mxo_DB8-ZINC44340113-0.pdb	-77.8273	-69.6106	-8.21672	0	
cav4mxo_DB8-ZINC44464385-0.pdb	-73.1737	-56.6386	-16.5351	0	
cav4mxo_DB8-ZINC44786676-0.pdb	-77.3817	-49.9433	-27.734	0.295566	
cav4mxo_DB8-ZINC44787072-0.pdb	-92.5205	-89.0595	-3.46103	0	
cav4mxo_DB8-ZINC44787074-0.pdb	-87.562	-76.0539	-11.5081	0	
cav4mxo_DB8-ZINC44858807-0.pdb	-103.453	-99.9531	-3.5	0	
cav4mxo_DB8-ZINC44858810-0.pdb	-90.8254	-88.3254	-2.5	0	
cav4mxo_DB8-ZINC44877789-0.pdb	-100.342	-96.8419	-3.5	0	
cav4mxo_DB8-ZINC44881714-0.pdb	-78.0885	-65.0885	-13	0	
cav4mxo_DB8-ZINC44905559-0.pdb	-89.7299	-89.7299	0	0	
cav4mxo_DB8-ZINC44905561-0.pdb	-85.6938	-85.6938	0	0	
cav4mxo_DB8-ZINC44928842-0.pdb	-86.4605	-58.7332	-27.7273	0	
cav4mxo_DB8-ZINC44935372-0.pdb	-94.5723	-67.1827	-27.3896	0	
cav4mxo_DB8-ZINC44964191-0.pdb	-92.3518	-89.9141	-2.43769	0	
cav4mxo_DB8-ZINC45148134-0.pdb	-71.3705	-55.6978	-15.6727	0	
cav4mxo_DB8-ZINC45148168-0.pdb	-76.6114	-62.6114	-14	0	
cav4mxo_DB8-ZINC45202192-0.pdb	-79.6285	-63.5163	-16.3439	0.231747	
cav4mxo_DB8-ZINC45437278-0.pdb	-82.7232	-75.924	-6.79923	0	
cav4mxo_DB8-ZINC45470400-0.pdb	-86.1472	-77.7718	-8.37539	0	
cav4mxo_DB8-ZINC45605954-0.pdb	-83.037	-75.3094	-7.72759	0	
cav4mxo_DB8-ZINC45638803-0.pdb	-70.7623	-62.5248	-8.2375	0	
cav4mxo_DB8-ZINC45647862-0.pdb	-72.4354	-58.6276	-14.5031	0.695305	
cav4mxo_DB8-ZINC45789111-0.pdb	-85.9745	-82.2724	-3.70206	0	
cav4mxo_DB8-ZINC46581295-0.pdb	-88.396	-83.2442	-5.15183	0	
cav4mxo_DB8-ZINC46875832-0.pdb	-98.6839	-92.3632	-6.32069	0	
cav4mxo_DB8-ZINC46920910-0.pdb	-96.8725	-80.0067	-16.8658	0	
cav4mxo_DB8-ZINC47258130-0.pdb	-75.8106	-66.2497	-9.56093	0	
cav4mxo_DB8-ZINC47274253-0.pdb	-78.3949	-72.2893	-6.10558	0	
cav4mxo_DB8-ZINC47534871-0.pdb	-78.8871	-62.5335	-16.3536	0	
cav4mxo_DB8-ZINC47698426-0.pdb	-88.0738	-81.0738	-7	0	
cav4mxo_DB8-ZINC47702788-0.pdb	-86.9693	-76.7303	-10.239	0	
cav4mxo_DB8-ZINC48149532-0.pdb	-99.4889	-84.1773	-15.3116	0	
cav4mxo_DB8-ZINC48697277-0.pdb	-73.8971	-50.8425	-23.0546	0	
cav4mxo_DB8-ZINC48787920-0.pdb	-80.912	-73.9729	-6.93908	0	
cav4mxo_DB8-ZINC48922561-0.pdb	-69.9521	-67.4521	-2.5	0	
cav4mxo_DB8-ZINC49150062-0.pdb	-71.9897	-61.4897	-10.5	0	
cav4mxo_DB8-ZINC49234499-0.pdb	-84.5227	-69.4713	-15.0514	0	
cav4mxo_DB8-ZINC49410690-0.pdb	-88.3899	-82.3899	-6	0	
cav4mxo_DB8-ZINC49487620-0.pdb	-106.734	-94.73	-12.0035	0	
cav4mxo_DB8-ZINC49496726-0.pdb	-73.8724	-70.3724	-3.5	0	
cav4mxo_DB8-ZINC49678932-0.pdb	-77.5619	-64.1635	-13.3984	0	
cav4mxo_DB8-ZINC49716071-0.pdb	-70.3886	-52.7957	-17.5929	0	
cav4mxo_DB8-ZINC49776818-0.pdb	-69.6058	-59.1058	-10.5	0	
cav4mxo_DB8-ZINC49776898-0.pdb	-69.9248	-56.7437	-13.1811	0	
cav4mxo_DB8-ZINC49843631-0.pdb	-70.5716	-64.5756	-5.996	0	
cav4mxo_DB8-ZINC50019374-0.pdb	-64.5039	-48.4886	-16.2608	0.245548	
cav4mxo_DB8-ZINC50308852-0.pdb	-74.1802	-55.4278	-18.7524	0	
cav4mxo_DB8-ZINC50308857-0.pdb	-65.1235	-51.2152	-13.9083	0	
cav4mxo_DB8-ZINC50394486-0.pdb	-81.1306	-74.5101	-6.62046	0	
cav4mxo_DB8-ZINC50563820-0.pdb	-72.9768	-61.5984	-11.3784	0	
cav4mxo_DB8-ZINC50564962-0.pdb	-69.6046	-59.9933	-9.61132	0	
cav4mxo_DB8-ZINC50867810-0.pdb	-75.8195	-65.3561	-10.4634	0	
cav4mxo_DB8-ZINC50996677-0.pdb	-75.4443	-65.2536	-10.1907	0	
