Compound	Energy	VDW	HBond	Elec	
cav4mxo_DB8-413438134-0.pdb	-79.4243	-72.4243	-7	0	
cav4mxo_DB8-432928489-0.pdb	-65.0375	-50.9013	-14.1362	0	
cav4mxo_DB8-434198808-0.pdb	-92.8277	-85.8277	-7	0	
cav4mxo_DB8-448539215-0.pdb	-90.7751	-76.122	-14.6531	0	
cav4mxo_DB8-465458184-0.pdb	-109.144	-89.2813	-19.8622	0	
cav4mxo_DB8-480424186-0.pdb	-99.9932	-82.1139	-17.8793	0	
cav4mxo_DB8-486493070-0.pdb	-102.092	-85.7448	-16.3469	0	
cav4mxo_DB8-486630701-0.pdb	-97.321	-74.7684	-22.5526	0	
cav4mxo_DB8-497645391-0.pdb	-87.6768	-61.5298	-26.147	0	
cav4mxo_DB8-503630885-0.pdb	-107.767	-90.5445	-17.2228	0	
cav4mxo_DB8-505727902-0.pdb	-84.0403	-72.6228	-11.4175	0	
cav4mxo_DB8-513154648-0.pdb	-97.7862	-83.2576	-14.5286	0	
cav4mxo_DB8-522734250-0.pdb	-91.8688	-88.3688	-3.5	0	
cav4mxo_DB8-528132703-0.pdb	-95.823	-77.512	-18.311	0	
cav4mxo_DB8-528225338-0.pdb	-84.2288	-78.1066	-6.12221	0	
cav4mxo_DB8-568475436-0.pdb	-90.1308	-72.6418	-17.489	0	
cav4mxo_DB8-574859244-0.pdb	-87.1362	-68.4028	-18.7334	0	
cav4mxo_DB8-578223565-0.pdb	-77.2409	-67.1907	-10.0502	0	
cav4mxo_DB8-579729807-0.pdb	-81.7118	-72.2118	-9.5	0	
cav4mxo_DB8-583242790-0.pdb	-92.7495	-81.1229	-11.6266	0	
cav4mxo_DB8-590839569-0.pdb	-107.811	-101.811	-6	0	
cav4mxo_DB8-614216777-0.pdb	-78.7974	-58.596	-20.2014	0	
cav4mxo_DB8-624177239-0.pdb	-80.2203	-69.7203	-10.5	0	
cav4mxo_DB8-624284667-0.pdb	-91.3976	-75.2979	-16.0997	0	
cav4mxo_DB8-630332898-0.pdb	-85.1421	-75.4769	-9.66523	0	
cav4mxo_DB8-630541635-0.pdb	-84.8979	-71.7355	-13.1624	0	
cav4mxo_DB8-630541638-0.pdb	-88.9326	-72.1746	-16.758	0	
cav4mxo_DB8-641655354-0.pdb	-87.4926	-77.4638	-10.0288	0	
cav4mxo_DB8-647138905-0.pdb	-90.8023	-73.7535	-17.0488	0	
cav4mxo_DB8-647138906-0.pdb	-82.9241	-76.9465	-5.97759	0	
cav4mxo_DB8-653474690-0.pdb	-77.7534	-58.0409	-19.7125	0	
cav4mxo_DB8-663701736-0.pdb	-85.5972	-71.2668	-14.3304	0	
cav4mxo_DB8-664587938-0.pdb	-66.9039	-56.4039	-10.5	0	
cav4mxo_DB8-664681553-0.pdb	-83.8227	-73.8655	-9.95724	0	
cav4mxo_DB8-665705827-0.pdb	-83.3149	-63.9888	-19.3261	0	
cav4mxo_DB8-665709163-0.pdb	-72.2618	-62.1078	-10.154	0	
cav4mxo_DB8-665754685-0.pdb	-84.4088	-80.9088	-3.5	0	
cav4mxo_DB8-668825398-0.pdb	-95.2493	-72.247	-23.0023	0	
cav4mxo_DB8-669652551-0.pdb	-83.4119	-65.4199	-17.992	0	
cav4mxo_DB8-669652552-0.pdb	-94.3162	-76.3398	-17.9764	0	
cav4mxo_DB8-678392968-0.pdb	-74.7922	-57.312	-17.4802	0	
cav4mxo_DB8-747621969-0.pdb	-87.8433	-71.5714	-16.2719	0	
cav4mxo_DB8-771710410-0.pdb	-92.4297	-84.2622	-8.16752	0	
cav4mxo_DB8-771710412-0.pdb	-79.2418	-67.3235	-11.9183	0	
cav4mxo_DB8-775707993-0.pdb	-81.4941	-76.8786	-4.61547	0	
cav4mxo_DB8-790283204-0.pdb	-101.448	-74.7912	-26.6573	0	
cav4mxo_DB8-790945010-0.pdb	-79.3501	-77.8748	-1.47534	0	
cav4mxo_DB8-827603701-0.pdb	-89.3865	-87.0836	-2.30287	0	
cav4mxo_DB8-872455131-0.pdb	-72.8551	-69.5258	-3.32925	0	
cav4mxo_DB8-892894825-0.pdb	-87.7032	-76.4217	-11.2815	0	
cav4mxo_DB8-893461255-0.pdb	-89.539	-78.9126	-10.6264	0	
cav4mxo_DB8-895742824-0.pdb	-89.077	-70.2947	-18.7823	0	
cav4mxo_DB8-898726031-0.pdb	-77.6825	-67.1825	-10.5	0	
cav4mxo_DB8-899174537-0.pdb	-86.9124	-77.4922	-9.42022	0	
cav4mxo_DB8-930236002-0.pdb	-80.1735	-67.5188	-12.6547	0	
cav4mxo_DB8-930781992-0.pdb	-90.8727	-87.431	-3.44173	0	
cav4mxo_DB8-932138740-0.pdb	-84.9337	-82.0031	-2.93056	0	
cav4mxo_DB8-932436643-0.pdb	-75.9247	-72.9673	-2.95739	0	
cav4mxo_DB8-952889807-0.pdb	-90.4765	-73.5577	-16.9188	0	
cav4mxo_DB8-956944795-0.pdb	-78.7713	-68.8115	-9.95981	0	
cav4mxo_DB8-956944796-0.pdb	-80.6769	-68.0692	-12.6077	0	
cav4mxo_DB8-1120625661-0.pdb	-79.5388	-64.6913	-14.8475	0	
cav4mxo_DB8-1174885768-0.pdb	-72.1428	-63.3389	-8.80388	0	
cav4mxo_DB8-1175164193-0.pdb	-80.505	-72.009	-8.49603	0	
cav4mxo_DB8-1186757257-0.pdb	-59.2008	-44.4838	-14.717	0	
cav4mxo_DB8-1262209363-0.pdb	-72.7318	-66.628	-6.10385	0	
cav4mxo_DB8-1306985536-0.pdb	-71.1585	-64.1585	-7	0	
cav4mxo_DB8-1331956343-0.pdb	-94.4706	-73.9554	-20.5152	0	
cav4mxo_DB8-1337303424-0.pdb	-82.3496	-72.3042	-10.0454	0	
cav4mxo_DB8-1337555577-0.pdb	-76.4501	-72.0924	-4.35775	0	
cav4mxo_DB8-1338083830-0.pdb	-84.6579	-66.4344	-18.2235	0	
cav4mxo_DB8-1339808042-0.pdb	-90.7566	-68.3595	-22.3971	0	
cav4mxo_DB8-1342613141-0.pdb	-92.7818	-79.5376	-13.2442	0	
cav4mxo_DB8-1342613144-0.pdb	-93.1547	-79.3828	-13.7719	0	
cav4mxo_DB8-1472785679-0.pdb	-80.3263	-67.1277	-13.1986	0	
cav4mxo_DB8-1516027740-0.pdb	-85.1198	-65.5778	-19.542	0	
cav4mxo_DB8-1604316247-0.pdb	-78.3116	-73.3429	-5.76191	0.793239	
cav4mxo_DB8-1604316248-0.pdb	-95.7281	-81.1432	-14.8892	0.304305	
cav4mxo_DB8-1611872747-0.pdb	-102.114	-91.6619	-10.4518	0	
cav4mxo_DB8-1614692408-0.pdb	-87.022	-64.3512	-22.6708	0	
cav4mxo_DB8-1615611253-0.pdb	-77.6127	-72.6671	-4.94558	0	
cav4mxo_DB8-1772572789-0.pdb	-91.3712	-74.9294	-16.4418	0	
cav4mxo_DB8-1772811673-0.pdb	-76.4171	-70.0351	-6.38204	0	
cav4mxo_DB8-1772812746-0.pdb	-79.5137	-68.311	-11.2027	0	
cav4mxo_DB8-1772812748-0.pdb	-79.3302	-72.7064	-6.62379	0	
cav4mxo_DB8-1775971237-0.pdb	-91.9012	-75.4283	-16.4729	0	
cav4mxo_DB8-1775972811-0.pdb	-76.8359	-63.3562	-13.4797	0	
cav4mxo_DB8-1775988444-0.pdb	-70.0418	-66.5418	-3.5	0	
cav4mxo_DB8-1775997280-0.pdb	-88.4637	-69.9398	-18.5239	0	
cav4mxo_DB8-1776002391-0.pdb	-70.4631	-64.4301	-6.03301	0	
cav4mxo_DB8-1776002396-0.pdb	-77.557	-77.557	0	0	
cav4mxo_DB8-1776003201-0.pdb	-104.628	-94.701	-9.92673	0	
cav4mxo_DB8-1776003255-0.pdb	-97.9933	-81.2875	-16.7058	0	
cav4mxo_DB8-1776111702-0.pdb	-105.11	-94.2672	-10.8424	0	
cav4mxo_DB8-1857667472-0.pdb	-91.4676	-75.613	-15.8546	0	
cav4mxo_DB8-1857667473-0.pdb	-77.2325	-60.6582	-16.5743	0	
cav4mxo_DB8-1857679496-0.pdb	-83.0585	-75.4857	-7.57278	0	
cav4mxo_DB8-1857680662-0.pdb	-79.0195	-72.0195	-7	0	
cav4mxo_DB8-1857692157-0.pdb	-85.0997	-73.7115	-11.3882	0	
cav4mxo_DB8-1857692158-0.pdb	-88.219	-81.3057	-6.91327	0	
cav4mxo_DB8-1857700351-0.pdb	-80.5591	-73.1645	-7.39459	0	
cav4mxo_DB8-1857708016-0.pdb	-85.2197	-77.3993	-7.82039	0	
cav4mxo_DB8-1857711226-0.pdb	-80.8027	-71.724	-9.07866	0	
cav4mxo_DB8-1875259509-0.pdb	-103.117	-102.657	-0.459694	0	
cav4mxo_DB8-1875267050-0.pdb	-84.737	-77.8244	-6.91258	0	
cav4mxo_DB8-1875270332-0.pdb	-86.0226	-71.1224	-14.9002	0	
cav4mxo_DB8-1875270333-0.pdb	-78.8341	-55.7096	-23.1245	0	
cav4mxo_DB8-1875282056-0.pdb	-82.3954	-70.4959	-11.8995	0	
cav4mxo_DB8-1875283398-0.pdb	-83.9677	-66.9485	-17.0192	0	
cav4mxo_DB8-1875286782-0.pdb	-78.8694	-70.7881	-8.08127	0	
cav4mxo_DB8-1875288042-0.pdb	-92.1571	-73.9749	-18.1822	0	
cav4mxo_DB8-1875300030-0.pdb	-95.6366	-89.8067	-5.82993	0	
cav4mxo_DB8-1875309263-0.pdb	-93.0382	-72.2041	-20.8341	0	
cav4mxo_DB8-1875318097-0.pdb	-94.1793	-84.6793	-9.5	0	
cav4mxo_DB8-1875321053-0.pdb	-63.9826	-57.1758	-6.80684	0	
cav4mxo_DB8-1875323713-0.pdb	-69.9549	-63.2435	-6.71138	0	
cav4mxo_DB8-1875323714-0.pdb	-73.3977	-66.3977	-7	0	
cav4mxo_DB8-1875333279-0.pdb	-77.0179	-49.357	-27.6609	0	
cav4mxo_DB8-1875334796-0.pdb	-94.5944	-79.192	-15.4024	0	
cav4mxo_DB8-1875334797-0.pdb	-92.6864	-78.8149	-13.8715	0	
cav4mxo_DB8-1875334815-0.pdb	-82.0033	-66.4258	-15.5775	0	
cav4mxo_DB8-1875334947-0.pdb	-71.8463	-68.3463	-3.5	0	
cav4mxo_DB8-1875339735-0.pdb	-99.2794	-82.2211	-17.0583	0	
cav4mxo_DB8-1875342395-0.pdb	-88.4323	-70.5682	-17.8641	0	
cav4mxo_DB8-1875352049-0.pdb	-90.107	-79.607	-10.5	0	
cav4mxo_DB8-1875352229-0.pdb	-88.8479	-75.6062	-13.2417	0	
cav4mxo_DB8-1875358993-0.pdb	-90.9698	-80.6063	-10.3635	0	
cav4mxo_DB8-1875387293-0.pdb	-111.575	-96.6118	-14.9633	0	
cav4mxo_DB8-1875389351-0.pdb	-83.0348	-72.5135	-10.5213	0	
cav4mxo_DB8-1875403736-0.pdb	-93.6871	-81.3733	-12.3138	0	
cav4mxo_DB8-1888906599-0.pdb	-64.0285	-54.7723	-9.25615	0	
cav4mxo_DB8-1888906720-0.pdb	-73.2863	-64.8537	-8.43265	0	
cav4mxo_DB8-1888906812-0.pdb	-70.4598	-56.4598	-14	0	
cav4mxo_DB8-1888908386-0.pdb	-69.4942	-67.7637	-1.73052	0	
cav4mxo_DB8-1888908387-0.pdb	-76.9901	-66.4284	-10.5617	0	
cav4mxo_DB8-1888913245-0.pdb	-52.9142	-44.9944	-7.91984	0	
cav4mxo_DB8-1888913294-0.pdb	-78.1427	-57.9649	-20.1778	0	
cav4mxo_DB8-1888913295-0.pdb	-77.595	-67.6761	-9.91893	0	
cav4mxo_DB8-1888986378-0.pdb	-82.2747	-82.2747	0	0	
cav4mxo_DB8-1889040386-0.pdb	-96.9187	-86.1134	-10.8053	0	
cav4mxo_DB8-1889186325-0.pdb	-82.9666	-76.1113	-6.85531	0	
cav4mxo_DB8-1889186675-0.pdb	-85.8371	-75.3829	-10.4542	0	
cav4mxo_DB8-2037838333-0.pdb	-76.2595	-66.9417	-9.31783	0	
cav4mxo_DB8-2037880194-0.pdb	-96.4204	-87.6645	-8.7559	0	
cav4mxo_DB8-2086865341-0.pdb	-82.3678	-78.887	-3.48084	0	
cav4mxo_DB8-2087045484-0.pdb	-79.7433	-73.0257	-6.71763	0	
cav4mxo_DB8-2087045485-0.pdb	-80.3464	-68.2181	-12.1283	0	
cav4mxo_DB8-2100480689-0.pdb	-101.317	-82.3114	-19.0051	0	
cav4mxo_DB8-2100534587-0.pdb	-88.298	-81.298	-7	0	
cav4mxo_DB8-2100539649-0.pdb	-97.5927	-76.9386	-20.6541	0	
cav4mxo_DB8-2325700251-0.pdb	-107.596	-86.6743	-20.9215	0	
cav4mxo_DB8-2325704401-0.pdb	-99.9069	-89.255	-10.6519	0	
cav4mxo_DB8-2325732850-0.pdb	-83.7957	-72.2238	-11.5719	0	
cav4mxo_DB8-2325739807-0.pdb	-95.7345	-80.2468	-15.4877	0	
cav4mxo_DB8-2325774156-0.pdb	-79.6337	-69.3773	-10.2564	0	
cav4mxo_DB8-2325786897-0.pdb	-77.0923	-67.3655	-9.7268	0	
cav4mxo_DB8-2325810563-0.pdb	-81.4956	-77.9956	-3.5	0	
cav4mxo_DB8-2325818776-0.pdb	-72.581	-61.5144	-11.0666	0	
cav4mxo_DB8-2325824596-0.pdb	-98.472	-94.4073	-4.06468	0	
cav4mxo_DB8-2325825025-0.pdb	-104.768	-84.5579	-20.2101	0	
cav4mxo_DB8-2325825321-0.pdb	-99.6295	-96.3065	-3.32305	0	
cav4mxo_DB8-2325825322-0.pdb	-101.358	-97.8578	-3.5	0	
cav4mxo_DB8-2325827712-0.pdb	-94.661	-62.2708	-32.3902	0	
cav4mxo_DB8-2325830885-0.pdb	-110.052	-86.3174	-23.735	0	
cav4mxo_DB8-2325831987-0.pdb	-128.503	-104.948	-23.5553	0	
cav4mxo_DB8-2325841329-0.pdb	-92.0869	-76.2095	-15.8774	0	
cav4mxo_DB8-2325843629-0.pdb	-82.7773	-76.4107	-6.3666	0	
cav4mxo_DB8-2325844257-0.pdb	-108.477	-103.448	-5.02913	0	
cav4mxo_DB8-2325860377-0.pdb	-82.9504	-73.7237	-9.22673	0	
cav4mxo_DB8-2325862250-0.pdb	-101.748	-84.176	-17.5717	0	
cav4mxo_DB8-2325870620-0.pdb	-86.2785	-63.6895	-22.589	0	
cav4mxo_DB8-2325870855-0.pdb	-90.7436	-71.0955	-19.6481	0	
cav4mxo_DB8-2325870856-0.pdb	-83.6147	-73.8932	-9.7215	0	
cav4mxo_DB8-2325875954-0.pdb	-89.5878	-78.6328	-12.7042	1.74921	
cav4mxo_DB8-2325875955-0.pdb	-96.5021	-90.1042	-7.41628	1.01836	
cav4mxo_DB8-2325876257-0.pdb	-104.985	-90.09	-14.8953	0	
cav4mxo_DB8-2356135070-0.pdb	-89.8157	-87.1475	-2.66821	0	
cav4mxo_DB8-2356147972-0.pdb	-88.2372	-81.2372	-7	0	
cav4mxo_DB8-2356149515-0.pdb	-88.5429	-77.0321	-11.5108	0	
cav4mxo_DB8-2356150303-0.pdb	-82.934	-63.6389	-19.2951	0	
cav4mxo_DB8-2356152769-0.pdb	-93.5157	-58.6505	-34.8652	0	
cav4mxo_DB8-2356153831-0.pdb	-88.1492	-83.8451	-4.30412	0	
cav4mxo_DB8-2356156500-0.pdb	-86.0665	-74.5684	-11.4981	0	
cav4mxo_DB8-2356169402-0.pdb	-98.9333	-68.5866	-30.3467	0	
cav4mxo_DB8-2356170311-0.pdb	-81.3562	-70.8562	-10.5	0	
cav4mxo_DB8-ZINC000000083743-0.pdb	-93.5445	-79.5445	-14	0	
cav4mxo_DB8-ZINC000000104097-0.pdb	-84.1752	-73.9597	-10.2155	0	
cav4mxo_DB8-ZINC000000144049-0.pdb	-69.1004	-65.6004	-3.5	0	
cav4mxo_DB8-ZINC000000183193-0.pdb	-85.652	-71.6947	-13.9573	0	
cav4mxo_DB8-ZINC000000195122-0.pdb	-86.3221	-84.24	-2.08215	0	
cav4mxo_DB8-ZINC000000200574-0.pdb	-84.2821	-81.567	-2.71506	0	
cav4mxo_DB8-ZINC000000200584-0.pdb	-82.9642	-75.2683	-7.69586	0	
cav4mxo_DB8-ZINC000000245257-0.pdb	-71.1923	-67.8251	-3.36718	0	
cav4mxo_DB8-ZINC000000256336-0.pdb	-76.3787	-76.3787	0	0	
cav4mxo_DB8-ZINC000000320590-0.pdb	-99.3086	-83.5697	-15.7389	0	
cav4mxo_DB8-ZINC000000320592-0.pdb	-87.0263	-72.7797	-14.2466	0	
cav4mxo_DB8-ZINC000000320594-0.pdb	-94.9136	-81.2826	-13.631	0	
cav4mxo_DB8-ZINC000000348947-0.pdb	-74.9365	-68.5676	-6.36886	0	
cav4mxo_DB8-ZINC000000411487-0.pdb	-80.271	-80.271	0	0	
cav4mxo_DB8-ZINC000000426382-0.pdb	-92.8379	-82.3427	-10.4952	0	
cav4mxo_DB8-ZINC000000459730-0.pdb	-80.4997	-77.1263	-3.37342	0	
cav4mxo_DB8-ZINC000000521923-0.pdb	-79.1925	-76.254	-2.93854	0	
cav4mxo_DB8-ZINC000000554442-0.pdb	-78.7018	-77.0003	-1.7015	0	
cav4mxo_DB8-ZINC000000639677-0.pdb	-93.0182	-79.0182	-14	0	
cav4mxo_DB8-ZINC000000645447-0.pdb	-87.7283	-79.8321	-7.89621	0	
cav4mxo_DB8-ZINC000000648840-0.pdb	-91.7537	-80.5356	-11.2181	0	
cav4mxo_DB8-ZINC000000648974-0.pdb	-110.382	-100.178	-10.2043	0	
cav4mxo_DB8-ZINC000000648977-0.pdb	-87.6564	-77.684	-9.9724	0	
cav4mxo_DB8-ZINC000000649085-0.pdb	-87.0085	-83.5085	-3.5	0	
cav4mxo_DB8-ZINC000000649086-0.pdb	-96.6047	-91.54	-5.06466	0	
cav4mxo_DB8-ZINC000000649089-0.pdb	-86.258	-78.4131	-7.84491	0	
cav4mxo_DB8-ZINC000000649101-0.pdb	-98.8602	-81.7348	-17.1254	0	
cav4mxo_DB8-ZINC000000649116-0.pdb	-96.7074	-81.5713	-15.1361	0	
cav4mxo_DB8-ZINC000000649122-0.pdb	-103.273	-99.7733	-3.5	0	
cav4mxo_DB8-ZINC000000649296-0.pdb	-105.49	-89.0481	-16.4421	0	
cav4mxo_DB8-ZINC000000649527-0.pdb	-106.108	-95.6083	-10.5	0	
cav4mxo_DB8-ZINC000000649540-0.pdb	-94.3409	-86.6904	-7.65053	0	
cav4mxo_DB8-ZINC000000649564-0.pdb	-102.033	-88.9352	-13.0982	0	
cav4mxo_DB8-ZINC000000649569-0.pdb	-88.4217	-81.9858	-6.43587	0	
cav4mxo_DB8-ZINC000000787947-0.pdb	-96.0303	-75.7219	-20.3084	0	
cav4mxo_DB8-ZINC000000787996-0.pdb	-97.9393	-83.952	-13.9873	0	
cav4mxo_DB8-ZINC000000799069-0.pdb	-79.9223	-77.1582	-2.76409	0	
cav4mxo_DB8-ZINC000000806640-0.pdb	-71.9907	-61.7424	-10.2483	0	
cav4mxo_DB8-ZINC000000815293-0.pdb	-77.8776	-74.4157	-3.46187	0	
cav4mxo_DB8-ZINC000000815310-0.pdb	-80.9935	-78.0041	-2.98937	0	
cav4mxo_DB8-ZINC000000815364-0.pdb	-72.3972	-69.1823	-3.21494	0	
cav4mxo_DB8-ZINC000000997744-0.pdb	-90.0407	-84.2157	-5.82498	0	
cav4mxo_DB8-ZINC000001003098-0.pdb	-75.5505	-68.1629	-7.38758	0	
cav4mxo_DB8-ZINC000001003166-0.pdb	-81.7206	-74.0256	-7.69503	0	
cav4mxo_DB8-ZINC000001003196-0.pdb	-98.3152	-85.2884	-13.0268	0	
cav4mxo_DB8-ZINC000001056841-0.pdb	-93.1128	-87.9977	-5.11512	0	
cav4mxo_DB8-ZINC000001060349-0.pdb	-72.3742	-72.3742	0	0	
cav4mxo_DB8-ZINC000001061866-0.pdb	-66.398	-62.9283	-3.46973	0	
cav4mxo_DB8-ZINC000001071552-0.pdb	-99.7171	-85.986	-13.7311	0	
cav4mxo_DB8-ZINC000001073564-0.pdb	-88.8099	-85.7677	-3.0422	0	
cav4mxo_DB8-ZINC000001074082-0.pdb	-89.7524	-82.7524	-7	0	
cav4mxo_DB8-ZINC000001112169-0.pdb	-90.8793	-90.8793	0	0	
cav4mxo_DB8-ZINC00001304002-0.pdb	-80.0585	-73.0695	-6.98898	0	
cav4mxo_DB8-ZINC000001326755-0.pdb	-83.1379	-68.7033	-14.4346	0	
cav4mxo_DB8-ZINC000001334841-0.pdb	-93.241	-87.7799	-5.46113	0	
cav4mxo_DB8-ZINC000001339486-0.pdb	-101.362	-91.0453	-10.3166	0	
cav4mxo_DB8-ZINC000001368931-0.pdb	-71.1999	-67.6999	-3.5	0	
cav4mxo_DB8-ZINC000001386794-0.pdb	-86.0273	-76.5282	-9.4991	0	
cav4mxo_DB8-ZINC000001386800-0.pdb	-83.9175	-77.1282	-6.7893	0	
cav4mxo_DB8-ZINC000001387062-0.pdb	-77.5934	-70.6044	-6.98896	0	
cav4mxo_DB8-ZINC000001387071-0.pdb	-79.4815	-68.9815	-10.5	0	
cav4mxo_DB8-ZINC000001406300-0.pdb	-67.7521	-64.2521	-3.5	0	
cav4mxo_DB8-ZINC000001468185-0.pdb	-80.2744	-76.7744	-3.5	0	
cav4mxo_DB8-ZINC000001562381-0.pdb	-78.218	-67.7558	-10.4622	0	
cav4mxo_DB8-ZINC000001576938-0.pdb	-79.9524	-77.4846	-2.46783	0	
cav4mxo_DB8-ZINC000001576943-0.pdb	-92.3723	-92.3723	0	0	
cav4mxo_DB8-ZINC000001576944-0.pdb	-88.7841	-85.2841	-3.5	0	
cav4mxo_DB8-ZINC000001581350-0.pdb	-72.4472	-69.5392	-2.90798	0	
cav4mxo_DB8-ZINC000001584923-0.pdb	-103.25	-97.2959	-5.95394	0	
