Compound	Energy	VDW	HBond	Elec	
cav4mxo_DB8-ZINC000001672337-0.pdb	-78.5687	-75.0687	-3.5	0	
cav4mxo_DB8-ZINC000001718464-0.pdb	-77.0845	-66.5845	-10.5	0	
cav4mxo_DB8-ZINC000001718465-0.pdb	-80.7443	-74.2598	-6.48447	0	
cav4mxo_DB8-ZINC000001718487-0.pdb	-80.1514	-76.8023	-3.34907	0	
cav4mxo_DB8-ZINC000001773015-0.pdb	-92.0865	-88.5865	-3.5	0	
cav4mxo_DB8-ZINC000001831844-0.pdb	-86.1884	-78.2916	-7.89679	0	
cav4mxo_DB8-ZINC000001845560-0.pdb	-77.4944	-63.4944	-14	0	
cav4mxo_DB8-ZINC000002079778-0.pdb	-91.7995	-91.7995	0	0	
cav4mxo_DB8-ZINC000002081258-0.pdb	-97.1004	-91.3391	-5.76127	0	
cav4mxo_DB8-ZINC000002081490-0.pdb	-87.3707	-84.2555	-3.11521	0	
cav4mxo_DB8-ZINC000002081506-0.pdb	-89.1747	-82.1747	-7	0	
cav4mxo_DB8-ZINC000002081549-0.pdb	-90.8725	-90.8725	0	0	
cav4mxo_DB8-ZINC000002081697-0.pdb	-87.7846	-84.2846	-3.5	0	
cav4mxo_DB8-ZINC000002081757-0.pdb	-90.021	-90.021	0	0	
cav4mxo_DB8-ZINC000002084508-0.pdb	-87.2789	-87.2789	0	0	
cav4mxo_DB8-ZINC000002086044-0.pdb	-89.321	-82.446	-6.87501	0	
cav4mxo_DB8-ZINC000002106201-0.pdb	-92.0843	-92.0843	0	0	
cav4mxo_DB8-ZINC000002107769-0.pdb	-83.1951	-80.4516	-2.74352	0	
cav4mxo_DB8-ZINC000002107792-0.pdb	-93.2022	-82.3854	-10.8168	0	
cav4mxo_DB8-ZINC000002107799-0.pdb	-106.855	-101.087	-5.76763	0	
cav4mxo_DB8-ZINC000002107802-0.pdb	-80.7889	-77.7689	-3.02005	0	
cav4mxo_DB8-ZINC000002107808-0.pdb	-81.3231	-77.8231	-3.5	0	
cav4mxo_DB8-ZINC000002107812-0.pdb	-84.2068	-71.7284	-12.4784	0	
cav4mxo_DB8-ZINC000002107819-0.pdb	-102.212	-92.1808	-10.0314	0	
cav4mxo_DB8-ZINC000002107823-0.pdb	-95.8226	-85.2988	-10.5238	0	
cav4mxo_DB8-ZINC000002107831-0.pdb	-95.6016	-92.1016	-3.5	0	
cav4mxo_DB8-ZINC000002107845-0.pdb	-100.985	-96.8684	-4.11657	0	
cav4mxo_DB8-ZINC000002107848-0.pdb	-93.3653	-82.7802	-10.5851	0	
cav4mxo_DB8-ZINC000002108009-0.pdb	-93.1988	-86.6745	-6.52428	0	
cav4mxo_DB8-ZINC000002108762-0.pdb	-102.243	-93.3614	-8.88131	0	
cav4mxo_DB8-ZINC000002108932-0.pdb	-107.186	-100.712	-6.47387	0	
cav4mxo_DB8-ZINC000002115031-0.pdb	-85.3005	-75.8496	-9.4509	0	
cav4mxo_DB8-ZINC000002198444-0.pdb	-89.0391	-82.5292	-6.50991	0	
cav4mxo_DB8-ZINC000002205320-0.pdb	-82.6747	-72.5607	-10.114	0	
cav4mxo_DB8-ZINC000002266749-0.pdb	-86.9706	-86.9706	0	0	
cav4mxo_DB8-ZINC000002267140-0.pdb	-81.019	-81.019	0	0	
cav4mxo_DB8-ZINC000002268205-0.pdb	-83.1835	-81.7728	-1.4107	0	
cav4mxo_DB8-ZINC000002270123-0.pdb	-88.6214	-85.1214	-3.5	0	
cav4mxo_DB8-ZINC000002334039-0.pdb	-87.6834	-77.8998	-9.78361	0	
cav4mxo_DB8-ZINC000002341883-0.pdb	-95.7599	-81.961	-13.7989	0	
cav4mxo_DB8-ZINC000002365648-0.pdb	-78.8963	-69.5693	-9.32701	0	
cav4mxo_DB8-ZINC000002571037-0.pdb	-66.0697	-58.8897	-7.18003	0	
cav4mxo_DB8-ZINC000002634582-0.pdb	-83.4368	-83.4368	0	0	
cav4mxo_DB8-ZINC000002637436-0.pdb	-77.126	-70.126	-7	0	
cav4mxo_DB8-ZINC000002653597-0.pdb	-82.0862	-79.5862	-2.5	0	
cav4mxo_DB8-ZINC000002715176-0.pdb	-92.5208	-86.5208	-6	0	
cav4mxo_DB8-ZINC000002719599-0.pdb	-73.6796	-64.2324	-9.44724	0	
cav4mxo_DB8-ZINC000002726142-0.pdb	-87.6383	-85.1383	-2.5	0	
cav4mxo_DB8-ZINC000002729660-0.pdb	-96.7348	-96.7348	0	0	
cav4mxo_DB8-ZINC000002738338-0.pdb	-94.2777	-94.2777	0	0	
cav4mxo_DB8-ZINC000002741683-0.pdb	-95.2075	-95.2075	0	0	
cav4mxo_DB8-ZINC000002746871-0.pdb	-74.1856	-68.1043	-6.08131	0	
cav4mxo_DB8-ZINC000002753343-0.pdb	-85.391	-81.4271	-3.96393	0	
cav4mxo_DB8-ZINC000002766008-0.pdb	-87.0083	-81.0083	-6	0	
cav4mxo_DB8-ZINC000002768244-0.pdb	-94.2505	-84.1124	-10.1381	0	
cav4mxo_DB8-ZINC000002769570-0.pdb	-90.8945	-79.5463	-11.3482	0	
cav4mxo_DB8-ZINC000002769897-0.pdb	-94.1678	-88.9292	-5.23858	0	
cav4mxo_DB8-ZINC000002769918-0.pdb	-84.4579	-79.953	-4.50487	0	
cav4mxo_DB8-ZINC000002769946-0.pdb	-94.4389	-87.0893	-7.34959	0	
cav4mxo_DB8-ZINC000002770025-0.pdb	-81.331	-78.6139	-2.71705	0	
cav4mxo_DB8-ZINC000002770098-0.pdb	-84.7298	-76.5117	-8.21811	0	
cav4mxo_DB8-ZINC000002770171-0.pdb	-83.2303	-79.7303	-3.5	0	
cav4mxo_DB8-ZINC000002770178-0.pdb	-95.7868	-89.7056	-6.08116	0	
cav4mxo_DB8-ZINC000002770288-0.pdb	-80.8461	-78.5211	-2.32495	0	
cav4mxo_DB8-ZINC000002770309-0.pdb	-98.6696	-91.8917	-6.77793	0	
cav4mxo_DB8-ZINC000002770361-0.pdb	-78.1905	-76.0787	-2.11184	0	
cav4mxo_DB8-ZINC000002770408-0.pdb	-93.4665	-89.9665	-3.5	0	
cav4mxo_DB8-ZINC000002770463-0.pdb	-87.6611	-78.1201	-9.54098	0	
cav4mxo_DB8-ZINC000002770543-0.pdb	-119.47	-107.483	-11.9869	0	
cav4mxo_DB8-ZINC000002773581-0.pdb	-94.2775	-94.2775	0	0	
cav4mxo_DB8-ZINC000002776709-0.pdb	-74.4306	-71.7052	-2.72536	0	
cav4mxo_DB8-ZINC000002776835-0.pdb	-70.5131	-70.5131	0	0	
cav4mxo_DB8-ZINC000002777565-0.pdb	-65.7052	-55.2052	-10.5	0	
cav4mxo_DB8-ZINC000002778700-0.pdb	-86.6238	-79.8394	-6.78436	0	
cav4mxo_DB8-ZINC000002778872-0.pdb	-84.4243	-79.5933	-4.83097	0	
cav4mxo_DB8-ZINC000002778938-0.pdb	-93.1676	-78.2684	-14.8992	0	
cav4mxo_DB8-ZINC000002779157-0.pdb	-81.4779	-77.03	-4.44792	0	
cav4mxo_DB8-ZINC000002779181-0.pdb	-88.3744	-83.1571	-5.21734	0	
cav4mxo_DB8-ZINC000002779273-0.pdb	-87.1258	-77.4444	-9.68139	0	
cav4mxo_DB8-ZINC000002780272-0.pdb	-76.5757	-66.6318	-9.94393	0	
cav4mxo_DB8-ZINC000002780757-0.pdb	-106.894	-84.0694	-22.8251	0	
cav4mxo_DB8-ZINC000002781306-0.pdb	-94.8405	-83.7428	-11.0977	0	
cav4mxo_DB8-ZINC000002781338-0.pdb	-88.4284	-74.4284	-14	0	
cav4mxo_DB8-ZINC000002782484-0.pdb	-98.9452	-86.655	-12.2902	0	
cav4mxo_DB8-ZINC000002792603-0.pdb	-73.4524	-68.2674	-5.18502	0	
cav4mxo_DB8-ZINC000002792619-0.pdb	-98.1897	-85.9409	-12.2488	0	
cav4mxo_DB8-ZINC000002793518-0.pdb	-98.0269	-82.1816	-15.8453	0	
cav4mxo_DB8-ZINC000002794069-0.pdb	-87.9453	-70.7722	-17.1731	0	
cav4mxo_DB8-ZINC000002794176-0.pdb	-72.5812	-69.0812	-3.5	0	
cav4mxo_DB8-ZINC000002797736-0.pdb	-100.335	-72.1518	-27.6533	-0.529559	
cav4mxo_DB8-ZINC000002806427-0.pdb	-92.5898	-84.6655	-9.9498	2.02551	
cav4mxo_DB8-ZINC000002835344-0.pdb	-95.66	-79.1917	-16.4683	0	
cav4mxo_DB8-ZINC000002867502-0.pdb	-86.723	-84.4007	-2.32231	0	
cav4mxo_DB8-ZINC000002867752-0.pdb	-89.406	-83.3985	-6.0075	0	
cav4mxo_DB8-ZINC000002868164-0.pdb	-102.143	-102.143	0	0	
cav4mxo_DB8-ZINC000002870392-0.pdb	-79.6858	-75.1085	-4.57728	0	
cav4mxo_DB8-ZINC000002873916-0.pdb	-89.6995	-86.1995	-3.5	0	
cav4mxo_DB8-ZINC000002875763-0.pdb	-85.1448	-72.9275	-12.2173	0	
cav4mxo_DB8-ZINC000002884963-0.pdb	-94.5298	-91.0678	-3.46203	0	
cav4mxo_DB8-ZINC000002922066-0.pdb	-88.8518	-88.8518	0	0	
cav4mxo_DB8-ZINC000003143152-0.pdb	-113.845	-103.345	-10.5	0	
cav4mxo_DB8-ZINC000003175382-0.pdb	-77.4634	-68.8724	-8.59097	0	
cav4mxo_DB8-ZINC000003207476-0.pdb	-86.6191	-79.7448	-6.87432	0	
cav4mxo_DB8-ZINC000003212184-0.pdb	-96.4499	-86.4641	-9.98582	0	
cav4mxo_DB8-ZINC000003221435-0.pdb	-96.1844	-87.2432	-8.94121	0	
cav4mxo_DB8-ZINC000003229865-0.pdb	-98.1664	-96.5727	-1.59369	0	
cav4mxo_DB8-ZINC000003235486-0.pdb	-95.6054	-95.6054	0	0	
cav4mxo_DB8-ZINC000003235923-0.pdb	-71.0235	-68.5364	-2.48714	0	
cav4mxo_DB8-ZINC000003235925-0.pdb	-72.6559	-70.1559	-2.5	0	
cav4mxo_DB8-ZINC000003236396-0.pdb	-71.8444	-71.8444	0	0	
cav4mxo_DB8-ZINC000003266941-0.pdb	-83.0243	-73.7232	-9.30108	0	
cav4mxo_DB8-ZINC000003283821-0.pdb	-80.657	-66.847	-13.81	0	
cav4mxo_DB8-ZINC000003284171-0.pdb	-74.178	-63.1353	-11.0427	0	
cav4mxo_DB8-ZINC000003288819-0.pdb	-80.9591	-74.8057	-6.15336	0	
cav4mxo_DB8-ZINC000003304465-0.pdb	-71.6967	-71.6967	0	0	
cav4mxo_DB8-ZINC000003304466-0.pdb	-75.3607	-71.9139	-3.44678	0	
cav4mxo_DB8-ZINC000003313078-0.pdb	-100.018	-92.8576	-7.16052	0	
cav4mxo_DB8-ZINC000003337710-0.pdb	-83.4435	-83.4435	0	0	
cav4mxo_DB8-ZINC000003418600-0.pdb	-69.455	-65.955	-3.5	0	
cav4mxo_DB8-ZINC000003418766-0.pdb	-63.6657	-63.6657	0	0	
cav4mxo_DB8-ZINC000003604829-0.pdb	-81.9959	-61.9061	-20.0898	0	
cav4mxo_DB8-ZINC00003661909-0.pdb	-80.9655	-74.1429	-6.82261	0	
cav4mxo_DB8-ZINC000003896528-0.pdb	-102.329	-96.7776	-5.55161	0	
cav4mxo_DB8-ZINC000003896529-0.pdb	-93.9439	-89.3541	-4.58977	0	
cav4mxo_DB8-ZINC000003896532-0.pdb	-86.2198	-75.7198	-10.5	0	
cav4mxo_DB8-ZINC000003896533-0.pdb	-88.3838	-84.8838	-3.5	0	
cav4mxo_DB8-ZINC000003896540-0.pdb	-92.6516	-78.7276	-13.924	0	
cav4mxo_DB8-ZINC000003896546-0.pdb	-94.3732	-79.0584	-15.3148	0	
cav4mxo_DB8-ZINC000003896547-0.pdb	-89.1349	-82.789	-6.34585	0	
cav4mxo_DB8-ZINC000003896548-0.pdb	-86.6579	-83.1579	-3.5	0	
cav4mxo_DB8-ZINC000003896549-0.pdb	-88.8701	-82.4561	-6.41402	0	
cav4mxo_DB8-ZINC000003896551-0.pdb	-82.0017	-78.5017	-3.5	0	
cav4mxo_DB8-ZINC000003896552-0.pdb	-91.8879	-86.1402	-5.7477	0	
cav4mxo_DB8-ZINC000003906478-0.pdb	-81.9834	-78.4834	-3.5	0	
cav4mxo_DB8-ZINC000003953646-0.pdb	-85.7542	-74.7022	-11.052	0	
cav4mxo_DB8-ZINC000004141725-0.pdb	-93.0174	-93.0174	0	0	
cav4mxo_DB8-ZINC000004179533-0.pdb	-76.5742	-55.9123	-20.6619	0	
cav4mxo_DB8-ZINC000004322993-0.pdb	-93.884	-89.0833	-4.80066	0	
cav4mxo_DB8-ZINC000004331358-0.pdb	-77.0047	-70.2253	-6.77943	0	
cav4mxo_DB8-ZINC000004354744-0.pdb	-88.3737	-76.3294	-12.0443	0	
cav4mxo_DB8-ZINC000004354749-0.pdb	-74.1459	-65.9757	-8.1702	0	
cav4mxo_DB8-ZINC000004354764-0.pdb	-76.9092	-73.8821	-3.02707	0	
cav4mxo_DB8-ZINC000004354768-0.pdb	-77.8565	-72.8475	-5.00903	0	
cav4mxo_DB8-ZINC000004354773-0.pdb	-81.8439	-71.8998	-9.94411	0	
cav4mxo_DB8-ZINC000004385772-0.pdb	-93.5065	-70.0687	-21.9719	-1.46586	
cav4mxo_DB8-ZINC000004475702-0.pdb	-72.8101	-65.8101	-7	0	
cav4mxo_DB8-ZINC000004487022-0.pdb	-80.6316	-73.6316	-7	0	
cav4mxo_DB8-ZINC000004597412-0.pdb	-100.856	-83.9633	-16.8923	0	
cav4mxo_DB8-ZINC000004674086-0.pdb	-96.1192	-81.3977	-14.7215	0	
cav4mxo_DB8-ZINC000004733442-0.pdb	-85.2616	-81.7616	-3.5	0	
cav4mxo_DB8-ZINC000004733454-0.pdb	-84.5219	-74.42	-10.1019	0	
cav4mxo_DB8-ZINC000004733461-0.pdb	-98.7853	-86.349	-12.4363	0	
cav4mxo_DB8-ZINC000004733464-0.pdb	-91.9324	-75.7318	-16.2006	0	
cav4mxo_DB8-ZINC000004733469-0.pdb	-90.4981	-79.9981	-10.5	0	
cav4mxo_DB8-ZINC000004733472-0.pdb	-96.9391	-84.4103	-12.5288	0	
cav4mxo_DB8-ZINC000004733473-0.pdb	-86.8707	-84.255	-2.61567	0	
cav4mxo_DB8-ZINC000004733480-0.pdb	-104.366	-95.0318	-9.33451	0	
cav4mxo_DB8-ZINC000004733486-0.pdb	-104.507	-99.4052	-5.10208	0	
cav4mxo_DB8-ZINC000004734117-0.pdb	-78.6267	-62.8228	-15.8039	0	
cav4mxo_DB8-ZINC000004734159-0.pdb	-96.4269	-84.4269	-12	0	
cav4mxo_DB8-ZINC000004734185-0.pdb	-96.1531	-85.4364	-10.7167	0	
cav4mxo_DB8-ZINC000004735147-0.pdb	-98.2875	-88.2373	-10.0502	0	
cav4mxo_DB8-ZINC000004753318-0.pdb	-75.2011	-61.586	-13.6151	0	
cav4mxo_DB8-ZINC000004817084-0.pdb	-90.5396	-87.0396	-3.5	0	
cav4mxo_DB8-ZINC000004834924-0.pdb	-86.0514	-81.4213	-4.63007	0	
cav4mxo_DB8-ZINC000004894788-0.pdb	-72.657	-72.657	0	0	
cav4mxo_DB8-ZINC000004898011-0.pdb	-75.0299	-61.0736	-13.9563	0	
cav4mxo_DB8-ZINC000004898929-0.pdb	-95.8	-76.817	-18.983	0	
cav4mxo_DB8-ZINC000004923146-0.pdb	-73.5814	-60.2282	-13.3532	0	
cav4mxo_DB8-ZINC000004953890-0.pdb	-90.3171	-78.5954	-11.7217	0	
cav4mxo_DB8-ZINC000004959730-0.pdb	-76.2158	-76.2158	0	0	
cav4mxo_DB8-ZINC000004968522-0.pdb	-82.2191	-58.7497	-23.4694	0	
cav4mxo_DB8-ZINC000004982921-0.pdb	-99.5755	-73.8949	-25.6806	0	
cav4mxo_DB8-ZINC000004983231-0.pdb	-91.1114	-70.562	-20.5494	0	
cav4mxo_DB8-ZINC000004985343-0.pdb	-84.0269	-67.9472	-16.0797	0	
cav4mxo_DB8-ZINC000004985507-0.pdb	-105.18	-82.2015	-22.979	0	
cav4mxo_DB8-ZINC000005024746-0.pdb	-78.4126	-74.9965	-3.41607	0	
cav4mxo_DB8-ZINC000005029841-0.pdb	-98.1466	-95.4744	-2.67217	0	
cav4mxo_DB8-ZINC000005054644-0.pdb	-93.3009	-74.7671	-18.5338	0	
cav4mxo_DB8-ZINC000005065854-0.pdb	-90.6018	-84.6018	-6	0	
cav4mxo_DB8-ZINC000005240560-0.pdb	-85.4834	-69.9661	-15.5173	0	
cav4mxo_DB8-ZINC000005246641-0.pdb	-93.9102	-78.9988	-14.9114	0	
cav4mxo_DB8-ZINC000005250586-0.pdb	-84.5859	-69.9592	-14.6267	0	
cav4mxo_DB8-ZINC000005264388-0.pdb	-91.194	-87.694	-3.5	0	
cav4mxo_DB8-ZINC000005264394-0.pdb	-91.7484	-84.7484	-7	0	
cav4mxo_DB8-ZINC000005269948-0.pdb	-89.2572	-76.2572	-13	0	
cav4mxo_DB8-ZINC000005269964-0.pdb	-81.9566	-64.2106	-17.746	0	
cav4mxo_DB8-ZINC000005313843-0.pdb	-93.2754	-76.4937	-16.7817	0	
cav4mxo_DB8-ZINC000005333607-0.pdb	-104.998	-91.9352	-13.0628	0	
cav4mxo_DB8-ZINC000005345177-0.pdb	-93.0476	-84.9021	-8.14552	0	
cav4mxo_DB8-ZINC000005345595-0.pdb	-73.2091	-63.1505	-10.0586	0	
cav4mxo_DB8-ZINC000005345853-0.pdb	-89.9254	-76.0283	-13.8971	0	
cav4mxo_DB8-ZINC000005346385-0.pdb	-84.7134	-78.7856	-5.9278	0	
cav4mxo_DB8-ZINC000005347491-0.pdb	-88.7835	-83.3133	-5.47021	0	
cav4mxo_DB8-ZINC000005351315-0.pdb	-99.5339	-92.7224	-6.81147	0	
cav4mxo_DB8-ZINC000005453710-0.pdb	-97.6668	-84.2672	-13.3996	0	
cav4mxo_DB8-ZINC000005455744-0.pdb	-88.9196	-74.7353	-14.1843	0	
cav4mxo_DB8-ZINC000005511117-0.pdb	-80.2908	-69.7908	-10.5	0	
cav4mxo_DB8-ZINC000005579639-0.pdb	-79.1354	-65.3629	-13.7725	0	
cav4mxo_DB8-ZINC000005579640-0.pdb	-92.9094	-89.4094	-3.5	0	
cav4mxo_DB8-ZINC000005687637-0.pdb	-80.5959	-73.6008	-6.99507	0	
cav4mxo_DB8-ZINC000005687641-0.pdb	-76.6051	-69.6051	-7	0	
cav4mxo_DB8-ZINC000005937555-0.pdb	-70.1894	-68.1202	-2.06918	0	
cav4mxo_DB8-ZINC000005938726-0.pdb	-74.9288	-73.344	-1.58476	0	
cav4mxo_DB8-ZINC000006462292-0.pdb	-102.142	-86.9623	-15.1797	0	
cav4mxo_DB8-ZINC000006462304-0.pdb	-101.78	-78.5263	-21.9569	-1.29657	
cav4mxo_DB8-ZINC000006462305-0.pdb	-95.7224	-70.6325	-23.7686	-1.32135	
cav4mxo_DB8-ZINC000006507554-0.pdb	-93.8839	-84.2664	-9.61747	0	
cav4mxo_DB8-ZINC000006530316-0.pdb	-86.385	-77.439	-8.94601	0	
cav4mxo_DB8-ZINC000006566264-0.pdb	-78.6695	-77.2141	-1.45536	0	
cav4mxo_DB8-ZINC000006616386-0.pdb	-69.8667	-66.4029	-3.46382	0	
cav4mxo_DB8-ZINC000006660523-0.pdb	-97.9956	-85.0765	-12.9191	0	
cav4mxo_DB8-ZINC000006732876-0.pdb	-95.3202	-87.2128	-8.10738	0	
cav4mxo_DB8-ZINC000006791296-0.pdb	-97.8647	-72.9433	-24.9214	0	
cav4mxo_DB8-ZINC000006804970-0.pdb	-101.541	-87.3219	-14.2195	0	
cav4mxo_DB8-ZINC000006804975-0.pdb	-95.3993	-80.1865	-15.2128	0	
cav4mxo_DB8-ZINC000006804976-0.pdb	-101.439	-80.9167	-20.5221	0	
cav4mxo_DB8-ZINC000006829151-0.pdb	-76.5996	-73.0996	-3.5	0	
cav4mxo_DB8-ZINC000006897271-0.pdb	-93.8677	-80.1309	-13.7368	0	
cav4mxo_DB8-ZINC000007004107-0.pdb	-97.1854	-93.6854	-3.5	0	
cav4mxo_DB8-ZINC000007060152-0.pdb	-89.56	-86.0868	-3.47319	0	
cav4mxo_DB8-ZINC000007337594-0.pdb	-84.016	-73.516	-10.5	0	
cav4mxo_DB8-ZINC000007337618-0.pdb	-81.1386	-70.7533	-10.3853	0	
cav4mxo_DB8-ZINC000007337621-0.pdb	-84.521	-71.8847	-12.6363	0	
cav4mxo_DB8-ZINC000007337626-0.pdb	-91.3765	-76.9612	-14.4153	0	
cav4mxo_DB8-ZINC000007498955-0.pdb	-86.8212	-79.6311	-7.1901	0	
cav4mxo_DB8-ZINC000007738604-0.pdb	-94.5433	-80.5433	-14	0	
cav4mxo_DB8-ZINC000007813586-0.pdb	-83.5355	-80.0355	-3.5	0	
cav4mxo_DB8-ZINC000007814651-0.pdb	-70.5498	-60.7812	-9.76863	0	
cav4mxo_DB8-ZINC000007983234-0.pdb	-76.814	-65.0144	-11.7996	0	
cav4mxo_DB8-ZINC000007987307-0.pdb	-88.7188	-73.625	-15.0938	0	
cav4mxo_DB8-ZINC000008149271-0.pdb	-82.2525	-74.6765	-7.57601	0	
cav4mxo_DB8-ZINC000008231140-0.pdb	-86.0488	-72.9899	-13.0589	0	
cav4mxo_DB8-ZINC000008315873-0.pdb	-74.8058	-61.7165	-13.0893	0	
cav4mxo_DB8-ZINC000008327509-0.pdb	-92.5649	-79.3009	-13.264	0	
cav4mxo_DB8-ZINC000008344415-0.pdb	-79.9991	-70.6455	-9.35356	0	
cav4mxo_DB8-ZINC000008508590-0.pdb	-79.0241	-66.3275	-12.6966	0	
cav4mxo_DB8-ZINC000008583015-0.pdb	-66.516	-65.4313	-1.08473	0	
cav4mxo_DB8-ZINC000008583114-0.pdb	-91.5542	-80.8236	-10.7306	0	
cav4mxo_DB8-ZINC000008584575-0.pdb	-100.254	-79.1949	-21.0594	0	
cav4mxo_DB8-ZINC000008594601-0.pdb	-83.3452	-75.0476	-8.29757	0	
cav4mxo_DB8-ZINC000008594705-0.pdb	-88.6397	-85.1397	-3.5	0	
cav4mxo_DB8-ZINC000008706522-0.pdb	-103.06	-100.56	-2.5	0	
cav4mxo_DB8-ZINC000008706892-0.pdb	-81.7718	-81.7718	0	0	
cav4mxo_DB8-ZINC000008708826-0.pdb	-89.8731	-86.3731	-3.5	0	
cav4mxo_DB8-ZINC000008725260-0.pdb	-90.1838	-71.6117	-18.5721	0	
cav4mxo_DB8-ZINC000008728068-0.pdb	-77.8243	-62.9154	-14.9089	0	
cav4mxo_DB8-ZINC000008746409-0.pdb	-97.1417	-94.8108	-2.33093	0	
cav4mxo_DB8-ZINC000008860289-0.pdb	-42.5731	-32.0731	-10.5	0	
cav4mxo_DB8-ZINC000008940568-0.pdb	-83.1959	-66.1855	-17.0104	0	
cav4mxo_DB8-ZINC000008947877-0.pdb	-78.6823	-69.9742	-8.70811	0	
cav4mxo_DB8-ZINC000009009473-0.pdb	-82.8353	-79.3353	-3.5	0	
cav4mxo_DB8-ZINC000009056709-0.pdb	-80.3912	-77.1378	-3.25343	0	
cav4mxo_DB8-ZINC000009074830-0.pdb	-94.1663	-88.1319	-6.03442	0	
cav4mxo_DB8-ZINC000009074886-0.pdb	-91.9696	-82.7741	-9.19554	0	
cav4mxo_DB8-ZINC000009074903-0.pdb	-85.6889	-78.402	-7.28687	0	
cav4mxo_DB8-ZINC000009074905-0.pdb	-89.64	-70.1388	-19.5012	0	
cav4mxo_DB8-ZINC000009074908-0.pdb	-97.8384	-87.8002	-10.0382	0	
cav4mxo_DB8-ZINC000009074911-0.pdb	-105.77	-92.4219	-13.348	0	
cav4mxo_DB8-ZINC000009074916-0.pdb	-107.123	-93.1482	-13.9751	0	
cav4mxo_DB8-ZINC000009074922-0.pdb	-89.7668	-86.6565	-3.11034	0	
cav4mxo_DB8-ZINC000009074927-0.pdb	-83.6897	-80.2905	-3.39925	0	
cav4mxo_DB8-ZINC000009074928-0.pdb	-80.4711	-73.6866	-6.78449	0	
cav4mxo_DB8-ZINC000009074932-0.pdb	-90.0894	-82.082	-8.0074	0	
cav4mxo_DB8-ZINC000009074933-0.pdb	-93.9309	-83.8597	-10.0712	0	
cav4mxo_DB8-ZINC000009074949-0.pdb	-80.6319	-69.0217	-11.6102	0	
cav4mxo_DB8-ZINC000009074957-0.pdb	-79.444	-71.8191	-7.62492	0	
cav4mxo_DB8-ZINC000009074969-0.pdb	-93.2512	-71.7801	-21.4711	0	
cav4mxo_DB8-ZINC000009074976-0.pdb	-89.1871	-82.1871	-7	0	
cav4mxo_DB8-ZINC000009074981-0.pdb	-84.2263	-77.695	-6.53128	0	
cav4mxo_DB8-ZINC000009075003-0.pdb	-91.8737	-74.2947	-17.579	0	
cav4mxo_DB8-ZINC000009075005-0.pdb	-87.0985	-78.1071	-8.9914	0	
cav4mxo_DB8-ZINC000009075025-0.pdb	-82.909	-79.7383	-3.17066	0	
cav4mxo_DB8-ZINC000009075027-0.pdb	-88.4731	-70.2357	-18.2374	0	
cav4mxo_DB8-ZINC000009075047-0.pdb	-88.5511	-85.0511	-3.5	0	
cav4mxo_DB8-ZINC000009075068-0.pdb	-86.2973	-72.5044	-13.7929	0	
cav4mxo_DB8-ZINC000009116924-0.pdb	-97.5612	-81.2697	-16.2915	0	
cav4mxo_DB8-ZINC000009116956-0.pdb	-100.868	-87.9838	-12.8838	0	
cav4mxo_DB8-ZINC000009119377-0.pdb	-97.0282	-90.9642	-6.064	0	
cav4mxo_DB8-ZINC000009142856-0.pdb	-103.467	-85.6826	-17.7844	0	
cav4mxo_DB8-ZINC000009222885-0.pdb	-104.663	-79.402	-25.2607	0	
cav4mxo_DB8-ZINC000009253330-0.pdb	-104.907	-86.3107	-18.5963	0	
cav4mxo_DB8-ZINC000009290201-0.pdb	-96.5827	-79.2206	-17.3621	0	
cav4mxo_DB8-ZINC000009332863-0.pdb	-83.8355	-80.3355	-3.5	0	
cav4mxo_DB8-ZINC000009360482-0.pdb	-93.7464	-90.3313	-3.41514	0	
cav4mxo_DB8-ZINC000009366930-0.pdb	-88.4706	-85.162	-3.30862	0	
cav4mxo_DB8-ZINC000009409774-0.pdb	-83.2325	-79.7325	-3.5	0	
cav4mxo_DB8-ZINC000009467090-0.pdb	-118.272	-104.953	-13.3186	0	
cav4mxo_DB8-ZINC000009514186-0.pdb	-90.03	-86.53	-3.5	0	
cav4mxo_DB8-ZINC000009532120-0.pdb	-43.7501	-33.2597	-10.4904	0	
cav4mxo_DB8-ZINC000009606174-0.pdb	-104.738	-97.9024	-6.83598	0	
cav4mxo_DB8-ZINC000009641754-0.pdb	-76.7263	-70.3602	-6.36606	0	
cav4mxo_DB8-ZINC000009666355-0.pdb	-93.9399	-80.4308	-13.5091	0	
cav4mxo_DB8-ZINC000009669879-0.pdb	-73.1253	-66.2861	-6.83921	0	
cav4mxo_DB8-ZINC000009670536-0.pdb	-95.8773	-76.9815	-18.8958	0	
cav4mxo_DB8-ZINC000009740970-0.pdb	-63.7986	-57.2005	-6.59814	0	
cav4mxo_DB8-ZINC000009829958-0.pdb	-102.742	-82.932	-19.8101	0	
cav4mxo_DB8-ZINC000009954561-0.pdb	-90.8264	-72.6293	-18.1971	0	
cav4mxo_DB8-ZINC000009968964-0.pdb	-96.1909	-84.1061	-12.0848	0	
cav4mxo_DB8-ZINC000010513142-0.pdb	-82.4555	-79.5356	-2.91993	0	
cav4mxo_DB8-ZINC000010517131-0.pdb	-83.3613	-77.4688	-5.89253	0	
cav4mxo_DB8-ZINC000010660589-0.pdb	-91.5661	-89.7417	-1.82441	0	
cav4mxo_DB8-ZINC000010959022-0.pdb	-85.3946	-83.1534	-2.24124	0	
